,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/drawing_mammal/kangaroo.jpg,perceptual,0,animate,drawing,kangaroo.jpg,adjusted
1,/static/object_pics/picture_electronic/handmixer.jpg,perceptual,0,inanimate,photo,handmixer.jpg,balance
2,/static/object_pics/drawing_clothe/shirt.jpg,semantic,0,inanimate,drawing,shirt.jpg,peek
3,/static/object_pics/drawing_bird/duck.jpg,semantic,0,animate,drawing,duck.jpg,circle
4,/static/object_pics/picture_electronic/keyboard.jpg,semantic,0,inanimate,photo,keyboard.jpg,rub
5,/static/object_pics/drawing_mammal/giraffe.jpg,semantic,0,animate,drawing,giraffe.jpg,forge
6,/static/object_pics/drawing_veggie/potato.jpg,perceptual,0,inanimate,drawing,potato.jpg,cross
7,/static/object_pics/drawing_sea/jellyfish.jpg,perceptual,0,animate,drawing,jellyfish.jpg,drill
8,/static/object_pics/drawing_mammal/kangaroo.jpg,semantic,0,animate,drawing,kangaroo.jpg,adjusted
9,/static/object_pics/drawing_bird/duck.jpg,perceptual,0,animate,drawing,duck.jpg,circle
10,/static/object_pics/picture_electronic/handmixer.jpg,semantic,0,inanimate,photo,handmixer.jpg,balance
11,/static/object_pics/drawing_clothe/shirt.jpg,perceptual,0,inanimate,drawing,shirt.jpg,peek
12,/static/object_pics/drawing_sea/jellyfish.jpg,semantic,0,animate,drawing,jellyfish.jpg,drill
13,/static/object_pics/drawing_veggie/potato.jpg,semantic,0,inanimate,drawing,potato.jpg,cross
14,/static/object_pics/picture_electronic/keyboard.jpg,perceptual,0,inanimate,photo,keyboard.jpg,rub
15,/static/object_pics/drawing_mammal/giraffe.jpg,perceptual,0,animate,drawing,giraffe.jpg,forge
16,/static/object_pics/picture_veggie/corn.jpg,semantic,1,inanimate,photo,corn.jpg,dance
17,/static/object_pics/drawing_clothe/glasses.jpg,perceptual,1,inanimate,drawing,glasses.jpg,stamp
18,/static/object_pics/drawing_electronic/radio.jpg,semantic,1,inanimate,drawing,radio.jpg,move
19,/static/object_pics/drawing_fruit/papaya.jpg,perceptual,1,inanimate,drawing,papaya.jpg,pull
20,/static/object_pics/drawing_veggie/pumpkin.jpg,perceptual,1,inanimate,drawing,pumpkin.jpg,walk
21,/static/object_pics/drawing_insect/spider.jpg,semantic,1,animate,drawing,spider.jpg,guide
22,/static/object_pics/drawing_mammal/rhinoceros.jpg,perceptual,1,animate,drawing,rhinoceros.jpg,shift
23,/static/object_pics/drawing_bird/parrot.jpg,semantic,1,animate,drawing,parrot.jpg,grind
24,/static/object_pics/drawing_clothe/glasses.jpg,semantic,1,inanimate,drawing,glasses.jpg,stamp
25,/static/object_pics/drawing_veggie/pumpkin.jpg,semantic,1,inanimate,drawing,pumpkin.jpg,walk
26,/static/object_pics/drawing_insect/spider.jpg,perceptual,1,animate,drawing,spider.jpg,guide
27,/static/object_pics/drawing_bird/parrot.jpg,perceptual,1,animate,drawing,parrot.jpg,grind
28,/static/object_pics/picture_veggie/corn.jpg,perceptual,1,inanimate,photo,corn.jpg,dance
29,/static/object_pics/drawing_fruit/papaya.jpg,semantic,1,inanimate,drawing,papaya.jpg,pull
30,/static/object_pics/drawing_electronic/radio.jpg,perceptual,1,inanimate,drawing,radio.jpg,move
31,/static/object_pics/drawing_mammal/rhinoceros.jpg,semantic,1,animate,drawing,rhinoceros.jpg,shift
32,/static/object_pics/drawing_insect/ladybug.jpg,perceptual,2,animate,drawing,ladybug.jpg,fit
33,/static/object_pics/drawing_sea/crab.jpg,semantic,2,animate,drawing,crab.jpg,paint
34,/static/object_pics/picture_bird/canary.jpg,perceptual,2,animate,photo,canary.jpg,throw
