success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,question_order,exp,subjectId,date
True,fullscreen,0,2618,0.0-0.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0064,2022-12-08 22:03:57
True,preload,1,14827,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,MEM,MEM_0064,2022-12-08 22:03:57
,html-keyboard-response,2,39898,0.0-2.0,,,,,25064.0,"
      <p>In this task, you will see a series of objects. On some trials, your job is to determine
      whether the object shown is a color photograph or a line drawing. On other trials, your job
      is to determine whether the object represented is animate or inanimate.

      <br><br>
      You will know which response to make depending on the initial display, which will say
      ""animate / inanimate"" or ""photo / drawing"".
      <br>
      <br>
      You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
      <br>
      Please respond as quickly as possible, and use your dominant hand to make your responses.
      <br><br>
      <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
      <br>
      In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
      <br>
      <br>You will first do some practice trials. When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,3,44695,0.0-3.0,,,,,1043.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_bird/heron.jpg,7000.0,animate,drawing,737.1747546886762,False,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,4,50395,0.0-4.0,,,,,1815.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,7000.0,inanimate,photo,872.3373675139743,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,5,56148,0.0-5.0,,,,,1312.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,7000.0,inanimate,drawing,1429.9143021490904,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,6,61229,0.0-6.0,,,,,1057.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,7000.0,inanimate,photo,1011.2570765172363,True,,MEM,MEM_0064,2022-12-08 22:03:57
,survey-multi-choice,7,67309,0.0-7.0-0.0,,,,,6079.0,,"{'Style': 'True', 'Animacy': 'True'}",,,,,,,,,,,,"[0, 1]",MEM,MEM_0064,2022-12-08 22:03:57
,html-keyboard-response,8,70240,0.0-8.0,,,,,2927.0,"
      <p>Great job! Now you'll continue onto doing the main task.
      You will have the opportunity to take brief breaks at various points.
      Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0064,2022-12-08 22:03:57
True,fullscreen,9,74939,0.0-9.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,10,80211,0.0-10.0,,,,,847.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_bird/duck.jpg,7000.0,animate,photo,1407.1657084047483,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,11,86045,0.0-11.0,,,,,1473.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/carrot.jpg,7000.0,inanimate,photo,1344.9008104342065,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,12,90559,0.0-12.0,,,,,827.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_sea/octopus.jpg,7000.0,animate,drawing,672.2326410817939,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,13,95594,0.0-13.0,,,,,694.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/shark.jpg,7000.0,animate,drawing,1327.2506183035603,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,14,101107,0.0-14.0,,,,,1239.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/dress.jpg,7000.0,inanimate,photo,1260.041384615191,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,15,106437,0.0-15.0,,,,,841.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_insect/mosquito.jpg,7000.0,animate,photo,1477.554192337873,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,16,111105,0.0-16.0,,,,,1012.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_fruit/pineapple.jpg,7000.0,inanimate,drawing,643.7707078236751,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,17,116036,0.0-17.0,,,,,1040.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_sea/pufferfish.jpg,7000.0,animate,drawing,874.0325576184462,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,18,121362,0.0-18.0,,,,,1013.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/flamingo.jpg,7000.0,animate,photo,1299.084510476417,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,19,126598,0.0-19.0,,,,,1363.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_insect/beetle.jpg,7000.0,animate,photo,860.3684674326814,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,20,131470,0.0-20.0,,,,,979.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_insect/snail.jpg,7000.0,animate,photo,877.458207513935,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,21,137679,0.0-21.0,,,,,1730.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/bowtie.jpg,7000.0,inanimate,photo,1462.6652945610736,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,22,143019,0.0-22.0,,,,,1056.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/ostrich.jpg,7000.0,animate,photo,1266.4741663753566,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,23,147757,0.0-23.0,,,,,1105.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_mammal/wolf.jpg,7000.0,animate,drawing,618.1612221868453,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,24,152592,0.0-24.0,,,,,1284.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_veggie/artichoke.jpg,7000.0,inanimate,photo,534.2601327235907,False,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,25,157509,0.0-25.0,,,,,1025.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/pelican.jpg,7000.0,animate,photo,874.2997987001364,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,26,162722,0.0-26.0,,,,,1078.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_fruit/pomegranate.jpg,7000.0,inanimate,drawing,1119.343255461368,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,27,168083,0.0-27.0,,,,,1079.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/computer mouse.jpg,7000.0,inanimate,drawing,1264.7136461955422,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,28,173605,0.0-28.0,,,,,1345.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/corn.jpg,7000.0,inanimate,photo,1167.113300206899,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,29,179318,0.0-29.0,,,,,1521.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_mammal/lion.jpg,7000.0,animate,drawing,1177.0943125403674,False,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,30,184276,0.0-30.0,,,,,896.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_mammal/giraffe.jpg,7000.0,animate,drawing,1051.4803578774986,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,31,188760,0.0-31.0,,,,,772.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/cauliflower.jpg,7000.0,inanimate,photo,699.5805592386732,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,32,194033,0.0-32.0,,,,,1164.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_fruit/apple.jpg,7000.0,inanimate,drawing,1094.2466436439731,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,33,199073,0.0-33.0,,,,,1477.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_insect/cockroach.jpg,7000.0,animate,photo,546.4289937329636,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,34,204928,0.0-34.0,,,,,2339.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_insect/mantis.jpg,7000.0,animate,photo,501.68211184107594,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,35,210614,0.0-35.0,,,,,1466.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/shirt.jpg,7000.0,inanimate,photo,1205.559104250773,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,36,216234,0.0-36.0,,,,,1125.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/owl.jpg,7000.0,animate,photo,1482.6214683652563,True,,MEM,MEM_0064,2022-12-08 22:03:57
,visual-trial,37,221885,0.0-37.0,,,,,1232.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_fruit/melon.jpg,7000.0,inanimate,drawing,1405.522305873042,True,,MEM,MEM_0064,2022-12-08 22:03:57
