,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/drawing_clothe/high heels.jpg,semantic,0,inanimate,drawing,high heels.jpg,dance
1,/static/object_pics/drawing_sea/mantaray.jpg,perceptual,0,animate,drawing,mantaray.jpg,touch
2,/static/object_pics/drawing_bird/eagle.jpg,perceptual,0,animate,drawing,eagle.jpg,agitate
3,/static/object_pics/picture_mammal/kangaroo.jpg,semantic,0,animate,photo,kangaroo.jpg,assemble
4,/static/object_pics/drawing_fruit/pomegranate.jpg,semantic,0,inanimate,drawing,pomegranate.jpg,explode
5,/static/object_pics/picture_veggie/cucumber.jpg,semantic,0,inanimate,photo,cucumber.jpg,crush
6,/static/object_pics/picture_clothe/football sneaker.jpg,perceptual,0,inanimate,photo,football sneaker.jpg,volley
7,/static/object_pics/picture_clothe/gloves.jpg,perceptual,0,inanimate,photo,gloves.jpg,combine
8,/static/object_pics/drawing_bird/eagle.jpg,semantic,0,animate,drawing,eagle.jpg,agitate
9,/static/object_pics/picture_mammal/kangaroo.jpg,perceptual,0,animate,photo,kangaroo.jpg,assemble
10,/static/object_pics/drawing_clothe/high heels.jpg,perceptual,0,inanimate,drawing,high heels.jpg,dance
11,/static/object_pics/picture_clothe/football sneaker.jpg,semantic,0,inanimate,photo,football sneaker.jpg,volley
12,/static/object_pics/drawing_fruit/pomegranate.jpg,perceptual,0,inanimate,drawing,pomegranate.jpg,explode
13,/static/object_pics/drawing_sea/mantaray.jpg,semantic,0,animate,drawing,mantaray.jpg,touch
14,/static/object_pics/picture_clothe/gloves.jpg,semantic,0,inanimate,photo,gloves.jpg,combine
15,/static/object_pics/picture_veggie/cucumber.jpg,perceptual,0,inanimate,photo,cucumber.jpg,crush
16,/static/object_pics/drawing_fruit/lemon.jpg,perceptual,1,inanimate,drawing,lemon.jpg,peek
17,/static/object_pics/picture_mammal/giraffe.jpg,perceptual,1,animate,photo,giraffe.jpg,launch
18,/static/object_pics/drawing_sea/dolphin.jpg,semantic,1,animate,drawing,dolphin.jpg,cut
19,/static/object_pics/picture_fruit/papaya.jpg,perceptual,1,inanimate,photo,papaya.jpg,pump
20,/static/object_pics/picture_electronic/camera.jpg,semantic,1,inanimate,photo,camera.jpg,expand
21,/static/object_pics/drawing_mammal/bear.jpg,semantic,1,animate,drawing,bear.jpg,clean
22,/static/object_pics/picture_sea/eel.jpg,semantic,1,animate,photo,eel.jpg,twitch
23,/static/object_pics/picture_sea/octopus.jpg,perceptual,1,animate,photo,octopus.jpg,draw
24,/static/object_pics/picture_electronic/camera.jpg,perceptual,1,inanimate,photo,camera.jpg,expand
25,/static/object_pics/drawing_sea/dolphin.jpg,perceptual,1,animate,drawing,dolphin.jpg,cut
26,/static/object_pics/drawing_mammal/bear.jpg,perceptual,1,animate,drawing,bear.jpg,clean
27,/static/object_pics/drawing_fruit/lemon.jpg,semantic,1,inanimate,drawing,lemon.jpg,peek
28,/static/object_pics/picture_sea/eel.jpg,perceptual,1,animate,photo,eel.jpg,twitch
29,/static/object_pics/picture_fruit/papaya.jpg,semantic,1,inanimate,photo,papaya.jpg,pump
30,/static/object_pics/picture_mammal/giraffe.jpg,semantic,1,animate,photo,giraffe.jpg,launch
31,/static/object_pics/picture_sea/octopus.jpg,semantic,1,animate,photo,octopus.jpg,draw
32,/static/object_pics/picture_sea/swordfish.jpg,perceptual,2,animate,photo,swordfish.jpg,forge
33,/static/object_pics/drawing_mammal/bison.jpg,perceptual,2,animate,drawing,bison.jpg,clap
34,/static/object_pics/drawing_clothe/sock.jpg,semantic,2,inanimate,drawing,sock.jpg,dig
35,/static/object_pics/drawing_insect/fly.jpg,perceptual,2,animate,drawing,fly.jpg,jump
36,/static/object_pics/picture_electronic/microphone.jpg,semantic,2,inanimate,photo,microphone.jpg,bounce
