success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,question_order,exp,subjectId,date
True,fullscreen,0,6754,0.0-0.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0073,2022-12-08 22:24:34
True,preload,1,16157,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,MEM,MEM_0073,2022-12-08 22:24:34
,html-keyboard-response,2,163635,0.0-2.0,,,,,147480.0,"
      <p>In this task, you will see a series of objects. On some trials, your job is to determine
      whether the object shown is a color photograph or a line drawing. On other trials, your job
      is to determine whether the object represented is animate or inanimate.

      <br><br>
      You will know which response to make depending on the initial display, which will say
      ""animate / inanimate"" or ""photo / drawing"".
      <br>
      <br>
      You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
      <br>
      Please respond as quickly as possible, and use your dominant hand to make your responses.
      <br><br>
      <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
      <br>
      In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
      <br>
      <br>You will first do some practice trials. When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0073,2022-12-08 22:24:34
,visual-trial,3,169664,0.0-3.0,,,,,2197.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_bird/heron.jpg,7000.0,animate,drawing,825.7876951571477,True,,MEM,MEM_0073,2022-12-08 22:24:34
,visual-trial,4,173950,0.0-4.0,,,,,778.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,7000.0,inanimate,photo,502.85218325463575,True,,MEM,MEM_0073,2022-12-08 22:24:34
,visual-trial,5,180235,0.0-5.0,,,,,2598.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,7000.0,inanimate,drawing,683.1499921372182,True,,MEM,MEM_0073,2022-12-08 22:24:34
,visual-trial,6,185413,0.0-6.0,,,,,1258.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,7000.0,inanimate,photo,911.6349551932137,True,,MEM,MEM_0073,2022-12-08 22:24:34
,survey-multi-choice,7,215190,0.0-7.0-0.0,,,,,29775.0,,"{'Style': 'True', 'Animacy': 'True'}",,,,,,,,,,,,"[0, 1]",MEM,MEM_0073,2022-12-08 22:24:34
,html-keyboard-response,8,221312,0.0-8.0,,,,,6112.0,"
      <p>Great job! Now you'll continue onto doing the main task.
      You will have the opportunity to take brief breaks at various points.
      Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0073,2022-12-08 22:24:34
True,fullscreen,9,226060,0.0-9.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0073,2022-12-08 22:24:34
