,img,animacy,style,img_name,verb
0,/static/object_pics/picture_clothe/football sneaker.jpg,inanimate,photo,football sneaker.jpg,inject
1,/static/object_pics/drawing_insect/mantis.jpg,animate,drawing,mantis.jpg,swing
2,/static/object_pics/picture_mammal/bear.jpg,animate,photo,bear.jpg,whirl
3,/static/object_pics/drawing_bird/duck.jpg,animate,drawing,duck.jpg,warm
4,/static/object_pics/drawing_clothe/bowtie.jpg,inanimate,drawing,bowtie.jpg,grab
5,/static/object_pics/picture_veggie/aubergine.jpg,inanimate,photo,aubergine.jpg,touch
6,/static/object_pics/picture_fruit/melon.jpg,inanimate,photo,melon.jpg,destroy
7,/static/object_pics/picture_clothe/glasses.jpg,inanimate,photo,glasses.jpg,detect
8,/static/object_pics/picture_bird/parrot.jpg,animate,photo,parrot.jpg,shake
9,/static/object_pics/picture_fruit/kiwi.jpg,inanimate,photo,kiwi.jpg,hold
10,/static/object_pics/drawing_sea/starfish.jpg,animate,drawing,starfish.jpg,hop
11,/static/object_pics/drawing_mammal/lion.jpg,animate,drawing,lion.jpg,walk
12,/static/object_pics/picture_fruit/apple.jpg,inanimate,photo,apple.jpg,wrap
13,/static/object_pics/picture_bird/owl.jpg,animate,photo,owl.jpg,bury
14,/static/object_pics/picture_bird/hummingbird.jpg,animate,photo,hummingbird.jpg,build
15,/static/object_pics/drawing_fruit/coconut.jpg,inanimate,drawing,coconut.jpg,flash
16,/static/object_pics/picture_insect/cockroach.jpg,animate,photo,cockroach.jpg,stick
17,/static/object_pics/drawing_insect/grasshopper.jpg,animate,drawing,grasshopper.jpg,center
18,/static/object_pics/drawing_clothe/shirt.jpg,inanimate,drawing,shirt.jpg,rub
19,/static/object_pics/drawing_electronic/coffee maker.jpg,inanimate,drawing,coffee maker.jpg,remove
20,/static/object_pics/drawing_sea/octopus.jpg,animate,drawing,octopus.jpg,squeeze
21,/static/object_pics/drawing_bird/canary.jpg,animate,drawing,canary.jpg,volley
22,/static/object_pics/drawing_veggie/pepper.jpg,inanimate,drawing,pepper.jpg,bump
23,/static/object_pics/drawing_electronic/laptop.jpg,inanimate,drawing,laptop.jpg,pick
24,/static/object_pics/drawing_fruit/lemon.jpg,inanimate,drawing,lemon.jpg,agitate
25,/static/object_pics/picture_mammal/bull.jpg,animate,photo,bull.jpg,drop
26,/static/object_pics/drawing_electronic/toaster.jpg,inanimate,drawing,toaster.jpg,give
27,/static/object_pics/drawing_bird/vulture.jpg,animate,drawing,vulture.jpg,locate
28,/static/object_pics/drawing_electronic/keyboard.jpg,inanimate,drawing,keyboard.jpg,merge
29,/static/object_pics/picture_clothe/slipper.jpg,inanimate,photo,slipper.jpg,push
30,/static/object_pics/picture_sea/shark.jpg,animate,photo,shark.jpg,fade
31,/static/object_pics/picture_sea/eel.jpg,animate,photo,eel.jpg,plant
32,/static/object_pics/drawing_electronic/gamepad.jpg,inanimate,drawing,gamepad.jpg,pump
33,/static/object_pics/drawing_electronic/radio.jpg,inanimate,drawing,radio.jpg,paint
34,/static/object_pics/drawing_fruit/banana.jpg,inanimate,drawing,banana.jpg,fit
35,/static/object_pics/picture_insect/dragonfly.jpg,animate,photo,dragonfly.jpg,deposit
36,/static/object_pics/drawing_insect/fly.jpg,animate,drawing,fly.jpg,include
37,/static/object_pics/drawing_mammal/rabbit.jpg,animate,drawing,rabbit.jpg,chain
38,/static/object_pics/picture_clothe/dress.jpg,inanimate,photo,dress.jpg,cross
39,/static/object_pics/drawing_sea/piranha.jpg,animate,drawing,piranha.jpg,bounce
40,/static/object_pics/picture_insect/beetle.jpg,animate,photo,beetle.jpg,match
41,/static/object_pics/drawing_electronic/hairdryer.jpg,inanimate,drawing,hairdryer.jpg,dig
42,/static/object_pics/drawing_electronic/calculator.jpg,inanimate,drawing,calculator.jpg,grind
43,/static/object_pics/picture_mammal/sheep.jpg,animate,photo,sheep.jpg,splash
44,/static/object_pics/picture_insect/ant.jpg,animate,photo,ant.jpg,pat
45,/static/object_pics/drawing_electronic/handmixer.jpg,inanimate,drawing,handmixer.jpg,tie
46,/static/object_pics/picture_bird/flamingo.jpg,animate,photo,flamingo.jpg,mount
47,/static/object_pics/drawing_insect/butterfly.jpg,animate,drawing,butterfly.jpg,forge
48,/static/object_pics/picture_electronic/printer.jpg,inanimate,photo,printer.jpg,deliver
49,/static/object_pics/drawing_electronic/microphone.jpg,inanimate,drawing,microphone.jpg,trap
50,/static/object_pics/picture_veggie/tomato.jpg,inanimate,photo,tomato.jpg,smash
51,/static/object_pics/drawing_insect/spider.jpg,animate,drawing,spider.jpg,multiply
52,/static/object_pics/picture_mammal/antelope.jpg,animate,photo,antelope.jpg,cover
53,/static/object_pics/drawing_electronic/remote control.jpg,inanimate,drawing,remote control.jpg,fold
54,/static/object_pics/picture_bird/ostrich.jpg,animate,photo,ostrich.jpg,move
55,/static/object_pics/drawing_bird/peacock.jpg,animate,drawing,peacock.jpg,stamp
56,/static/object_pics/picture_sea/jellyfish.jpg,animate,photo,jellyfish.jpg,launch
57,/static/object_pics/drawing_bird/pigeon.jpg,animate,drawing,pigeon.jpg,clap
58,/static/object_pics/picture_clothe/tie.jpg,inanimate,photo,tie.jpg,boot
59,/static/object_pics/drawing_mammal/camel.jpg,animate,drawing,camel.jpg,copy
60,/static/object_pics/drawing_sea/crab.jpg,animate,drawing,crab.jpg,adjusted
61,/static/object_pics/picture_veggie/cauliflower.jpg,inanimate,photo,cauliflower.jpg,catapult
62,/static/object_pics/drawing_insect/snail.jpg,animate,drawing,snail.jpg,hide
63,/static/object_pics/drawing_electronic/satellite dish.jpg,inanimate,drawing,satellite dish.jpg,clean
64,/static/object_pics/picture_mammal/kangaroo.jpg,animate,photo,kangaroo.jpg,wash
65,/static/object_pics/drawing_veggie/lettuce.jpg,inanimate,drawing,lettuce.jpg,stroke
66,/static/object_pics/picture_sea/seaturtle.jpg,animate,photo,seaturtle.jpg,press
67,/static/object_pics/picture_veggie/mushrooms.jpg,inanimate,photo,mushrooms.jpg,divide
68,/static/object_pics/picture_insect/bumble bee.jpg,animate,photo,bumble bee.jpg,pull
69,/static/object_pics/picture_clothe/belt.jpg,inanimate,photo,belt.jpg,drill
70,/static/object_pics/picture_sea/pufferfish.jpg,animate,photo,pufferfish.jpg,spread
71,/static/object_pics/drawing_mammal/elephant.jpg,animate,drawing,elephant.jpg,draw
72,/static/object_pics/picture_fruit/strawberry.jpg,inanimate,photo,strawberry.jpg,add
73,/static/object_pics/picture_sea/shrimp.jpg,animate,photo,shrimp.jpg,split
74,/static/object_pics/drawing_insect/ladybug.jpg,animate,drawing,ladybug.jpg,throw
75,/static/object_pics/picture_mammal/horse.jpg,animate,photo,horse.jpg,swim
76,/static/object_pics/picture_electronic/radio02.jpg,inanimate,photo,radio02.jpg,allocate
77,/static/object_pics/drawing_veggie/onions.jpg,inanimate,drawing,onions.jpg,connect
78,/static/object_pics/picture_fruit/pomegranate.jpg,inanimate,photo,pomegranate.jpg,wipe
79,/static/object_pics/drawing_clothe/hoodie.jpg,inanimate,drawing,hoodie.jpg,punch
80,/static/object_pics/picture_electronic/camera.jpg,inanimate,photo,camera.jpg,shift
81,/static/object_pics/picture_fruit/cherry.jpg,inanimate,photo,cherry.jpg,hammer
82,/static/object_pics/drawing_mammal/bison.jpg,animate,drawing,bison.jpg,discover
83,/static/object_pics/drawing_veggie/artichoke.jpg,inanimate,drawing,artichoke.jpg,arrange
84,/static/object_pics/drawing_veggie/garlic.jpg,inanimate,drawing,garlic.jpg,guide
85,/static/object_pics/picture_bird/penguin.jpg,animate,photo,penguin.jpg,dance
86,/static/object_pics/picture_clothe/sock02.jpg,inanimate,photo,sock02.jpg,combine
87,/static/object_pics/drawing_veggie/beetroot.jpg,inanimate,drawing,beetroot.jpg,balance
88,/static/object_pics/picture_fruit/pineapple.jpg,inanimate,photo,pineapple.jpg,scratch
89,/static/object_pics/drawing_mammal/squirrel.jpg,animate,drawing,squirrel.jpg,smooth
90,/static/object_pics/drawing_electronic/phone.jpg,inanimate,drawing,phone.jpg,bring
91,/static/object_pics/picture_fruit/apricot.jpg,inanimate,photo,apricot.jpg,join
92,/static/object_pics/picture_veggie/asparagus.jpg,inanimate,photo,asparagus.jpg,chop
93,/static/object_pics/picture_clothe/high heels.jpg,inanimate,photo,high heels.jpg,spray
94,/static/object_pics/drawing_mammal/giraffe.jpg,animate,drawing,giraffe.jpg,jump
95,/static/object_pics/drawing_bird/eagle.jpg,animate,drawing,eagle.jpg,explode
