success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,question_order,exp,subjectId,date
True,fullscreen,0,4168,0.0-0.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0075,2022-12-08 22:25:25
True,preload,1,16084,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,MEM,MEM_0075,2022-12-08 22:25:25
,html-keyboard-response,2,53733,0.0-2.0,,,,,37647.0,"
      <p>In this task, you will see a series of objects. On some trials, your job is to determine
      whether the object shown is a color photograph or a line drawing. On other trials, your job
      is to determine whether the object represented is animate or inanimate.

      <br><br>
      You will know which response to make depending on the initial display, which will say
      ""animate / inanimate"" or ""photo / drawing"".
      <br>
      <br>
      You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
      <br>
      Please respond as quickly as possible, and use your dominant hand to make your responses.
      <br><br>
      <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
      <br>
      In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
      <br>
      <br>You will first do some practice trials. When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,3,57709,0.0-3.0,,,,,186.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_bird/heron.jpg,7000.0,animate,drawing,789.6687361444592,False,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,4,64718,0.0-4.0,,,,,2587.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,7000.0,inanimate,photo,1404.3274246166739,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,5,69909,0.0-5.0,,,,,714.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,7000.0,inanimate,drawing,1465.2924960110179,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,6,74293,0.0-6.0,,,,,818.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,7000.0,inanimate,photo,552.2381205812112,True,,MEM,MEM_0075,2022-12-08 22:25:25
,survey-multi-choice,7,83048,0.0-7.0-0.0,,,,,8752.0,,"{'Style': 'True', 'Animacy': 'True'}",,,,,,,,,,,,"[0, 1]",MEM,MEM_0075,2022-12-08 22:25:25
,html-keyboard-response,8,88037,0.0-8.0,,,,,4979.0,"
      <p>Great job! Now you'll continue onto doing the main task.
      You will have the opportunity to take brief breaks at various points.
      Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0075,2022-12-08 22:25:25
True,fullscreen,9,93106,0.0-9.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,10,97428,0.0-10.0,,,,,594.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_bird/turkey.jpg,7000.0,animate,drawing,714.1374110139665,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,11,102109,0.0-11.0,,,,,690.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_fruit/strawberry.jpg,7000.0,inanimate,drawing,973.3885836925317,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,12,106428,0.0-12.0,,,,,721.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/jellyfish.jpg,7000.0,animate,photo,587.5984847420333,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,13,110828,0.0-13.0,,,,,817.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_bird/peacock.jpg,7000.0,animate,drawing,572.024761326513,False,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,14,115570,0.0-14.0,,,,,570.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/seahorse.jpg,7000.0,animate,photo,1173.7162658905977,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,15,120674,0.0-15.0,,,,,785.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_fruit/papaya.jpg,7000.0,inanimate,drawing,1306.153707396933,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,16,124985,0.0-16.0,,,,,769.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/eel.jpg,7000.0,animate,photo,531.8983095693309,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,17,130426,0.0-17.0,,,,,1009.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/tomato.jpg,7000.0,inanimate,photo,1417.1737639734324,False,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,18,134865,0.0-18.0,,,,,896.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_veggie/cucumber.jpg,7000.0,inanimate,photo,532.3558946430613,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,19,139401,0.0-19.0,,,,,760.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/camera.jpg,7000.0,inanimate,drawing,761.1341031047341,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,20,143737,0.0-20.0,,,,,680.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/sheep.jpg,7000.0,animate,photo,640.4175057024665,True,,MEM,MEM_0075,2022-12-08 22:25:25
,visual-trial,21,147977,0.0-21.0,,,,,544.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_sea/swordfish.jpg,7000.0,animate,photo,679.6819329399253,True,,MEM,MEM_0075,2022-12-08 22:25:25
