,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/drawing_clothe/high heels.jpg,semantic,0,inanimate,drawing,high heels.jpg,plant
1,/static/object_pics/picture_veggie/garlic.jpg,semantic,0,inanimate,photo,garlic.jpg,hold
2,/static/object_pics/picture_fruit/lemon.jpg,semantic,0,inanimate,photo,lemon.jpg,allocate
3,/static/object_pics/drawing_electronic/computer mouse.jpg,perceptual,0,inanimate,drawing,computer mouse.jpg,guide
4,/static/object_pics/drawing_sea/seaturtle.jpg,perceptual,0,animate,drawing,seaturtle.jpg,detect
5,/static/object_pics/drawing_bird/ostrich.jpg,perceptual,0,animate,drawing,ostrich.jpg,hammer
6,/static/object_pics/drawing_clothe/jeans.jpg,perceptual,0,inanimate,drawing,jeans.jpg,discover
7,/static/object_pics/picture_clothe/dress.jpg,semantic,0,inanimate,photo,dress.jpg,swing
8,/static/object_pics/drawing_clothe/jeans.jpg,semantic,0,inanimate,drawing,jeans.jpg,discover
9,/static/object_pics/picture_fruit/lemon.jpg,perceptual,0,inanimate,photo,lemon.jpg,allocate
10,/static/object_pics/drawing_clothe/high heels.jpg,perceptual,0,inanimate,drawing,high heels.jpg,plant
11,/static/object_pics/drawing_sea/seaturtle.jpg,semantic,0,animate,drawing,seaturtle.jpg,detect
12,/static/object_pics/drawing_electronic/computer mouse.jpg,semantic,0,inanimate,drawing,computer mouse.jpg,guide
13,/static/object_pics/picture_veggie/garlic.jpg,perceptual,0,inanimate,photo,garlic.jpg,hold
14,/static/object_pics/drawing_bird/ostrich.jpg,semantic,0,animate,drawing,ostrich.jpg,hammer
15,/static/object_pics/picture_clothe/dress.jpg,perceptual,0,inanimate,photo,dress.jpg,swing
16,/static/object_pics/drawing_fruit/melon.jpg,perceptual,1,inanimate,drawing,melon.jpg,kick
17,/static/object_pics/drawing_fruit/banana.jpg,semantic,1,inanimate,drawing,banana.jpg,spin
18,/static/object_pics/picture_sea/seal.jpg,perceptual,1,animate,photo,seal.jpg,inject
19,/static/object_pics/picture_sea/crab.jpg,semantic,1,animate,photo,crab.jpg,volley
20,/static/object_pics/drawing_bird/flamingo.jpg,perceptual,1,animate,drawing,flamingo.jpg,circle
21,/static/object_pics/picture_bird/pigeon.jpg,perceptual,1,animate,photo,pigeon.jpg,assemble
22,/static/object_pics/drawing_fruit/apricot.jpg,semantic,1,inanimate,drawing,apricot.jpg,add
23,/static/object_pics/drawing_mammal/sheep.jpg,semantic,1,animate,drawing,sheep.jpg,shake
24,/static/object_pics/drawing_fruit/banana.jpg,perceptual,1,inanimate,drawing,banana.jpg,spin
25,/static/object_pics/drawing_fruit/apricot.jpg,perceptual,1,inanimate,drawing,apricot.jpg,add
26,/static/object_pics/picture_sea/seal.jpg,semantic,1,animate,photo,seal.jpg,inject
27,/static/object_pics/picture_bird/pigeon.jpg,semantic,1,animate,photo,pigeon.jpg,assemble
28,/static/object_pics/drawing_fruit/melon.jpg,semantic,1,inanimate,drawing,melon.jpg,kick
29,/static/object_pics/drawing_bird/flamingo.jpg,semantic,1,animate,drawing,flamingo.jpg,circle
30,/static/object_pics/drawing_mammal/sheep.jpg,perceptual,1,animate,drawing,sheep.jpg,shake
31,/static/object_pics/picture_sea/crab.jpg,perceptual,1,animate,photo,crab.jpg,volley
