success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,question_order,exp,subjectId,date
True,fullscreen,0,3990,0.0-0.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0061,2022-12-08 22:01:46
True,preload,1,7824,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,MEM,MEM_0061,2022-12-08 22:01:46
,html-keyboard-response,2,27067,0.0-2.0,,,,,19233.0,"
      <p>In this task, you will see a series of objects. On some trials, your job is to determine
      whether the object shown is a color photograph or a line drawing. On other trials, your job
      is to determine whether the object represented is animate or inanimate.

      <br><br>
      You will know which response to make depending on the initial display, which will say
      ""animate / inanimate"" or ""photo / drawing"".
      <br>
      <br>
      You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
      <br>
      Please respond as quickly as possible, and use your dominant hand to make your responses.
      <br><br>
      <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
      <br>
      In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
      <br>
      <br>You will first do some practice trials. When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,3,32841,0.0-3.0,,,,,1704.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_bird/heron.jpg,7000.0,animate,drawing,1048.9639906169189,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,4,37976,0.0-4.0,,,,,1335.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,7000.0,inanimate,photo,783.7092534696759,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,5,45343,0.0-5.0,,,,,3479.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,7000.0,inanimate,drawing,875.1529027425371,False,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,6,50389,0.0-6.0,,,,,1188.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,7000.0,inanimate,photo,843.3197137364243,True,,MEM,MEM_0061,2022-12-08 22:01:46
,survey-multi-choice,7,58851,0.0-7.0-0.0,,,,,8459.0,,"{'Style': 'True', 'Animacy': 'True'}",,,,,,,,,,,,"[0, 1]",MEM,MEM_0061,2022-12-08 22:01:46
,html-keyboard-response,8,61447,0.0-8.0,,,,,2593.0,"
      <p>Great job! Now you'll continue onto doing the main task.
      You will have the opportunity to take brief breaks at various points.
      Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0061,2022-12-08 22:01:46
True,fullscreen,9,66575,0.0-9.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,10,73794,0.0-10.0,,,,,2922.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_veggie/artichoke.jpg,7000.0,inanimate,drawing,1284.2924591071896,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,11,79302,0.0-11.0,,,,,1494.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_sea/shark.jpg,7000.0,animate,photo,995.3939774836966,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,12,85020,0.0-12.0,,,,,1787.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_clothe/belt.jpg,7000.0,inanimate,photo,914.7553277298113,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,13,89855,0.0-13.0,,,,,1005.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_fruit/pear.jpg,7000.0,inanimate,drawing,811.6623587963308,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,14,94696,0.0-14.0,,,,,712.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_bird/eagle.jpg,7000.0,animate,photo,1118.1659380171182,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,15,100520,0.0-15.0,,,,,1366.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_insect/spider.jpg,7000.0,animate,drawing,1435.562281884695,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,16,105375,0.0-16.0,,,,,991.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/corn.jpg,7000.0,inanimate,drawing,843.8443140022081,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,17,110764,0.0-17.0,,,,,1356.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_clothe/scarf.jpg,7000.0,inanimate,photo,1022.970699890945,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,18,115505,0.0-18.0,,,,,649.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/bumble bee.jpg,7000.0,animate,drawing,1070.7230940420263,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,19,121620,0.0-19.0,,,,,1900.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/onions.jpg,7000.0,inanimate,drawing,1202.9152680366508,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,20,126369,0.0-20.0,,,,,903.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_mammal/elephant.jpg,7000.0,animate,drawing,827.4646337304283,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,21,130489,0.0-21.0,,,,,608.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_mammal/rabbit.jpg,7000.0,animate,drawing,501.6212315762687,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,22,135631,0.0-22.0,,,,,1223.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_veggie/potato.jpg,7000.0,inanimate,drawing,905.4470306542623,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,23,140178,0.0-23.0,,,,,986.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_electronic/phone.jpg,7000.0,inanimate,photo,544.7674304387868,True,,MEM,MEM_0061,2022-12-08 22:01:46
,visual-trial,24,145279,0.0-24.0,,,,,982.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_electronic/satellite dish.jpg,7000.0,inanimate,photo,1102.4658635824735,True,,MEM,MEM_0061,2022-12-08 22:01:46
