success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,question_order,exp,subjectId,date
True,fullscreen,0,4159,0.0-0.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0069,2022-12-08 22:13:10
True,preload,1,11895,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,MEM,MEM_0069,2022-12-08 22:13:10
,html-keyboard-response,2,68594,0.0-2.0,,,,,56697.0,"
      <p>In this task, you will see a series of objects. On some trials, your job is to determine
      whether the object shown is a color photograph or a line drawing. On other trials, your job
      is to determine whether the object represented is animate or inanimate.

      <br><br>
      You will know which response to make depending on the initial display, which will say
      ""animate / inanimate"" or ""photo / drawing"".
      <br>
      <br>
      You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
      <br>
      Please respond as quickly as possible, and use your dominant hand to make your responses.
      <br><br>
      <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
      <br>
      In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
      <br>
      <br>You will first do some practice trials. When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0069,2022-12-08 22:13:10
,visual-trial,3,73406,0.0-3.0,,,,,1238.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_bird/heron.jpg,7000.0,animate,drawing,558.4354305483819,True,,MEM,MEM_0069,2022-12-08 22:13:10
,visual-trial,4,77773,0.0-4.0,,,,,742.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,7000.0,inanimate,photo,613.259525434296,True,,MEM,MEM_0069,2022-12-08 22:13:10
,visual-trial,5,82951,0.0-5.0,,,,,1016.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,7000.0,inanimate,drawing,1149.9017124677964,True,,MEM,MEM_0069,2022-12-08 22:13:10
,visual-trial,6,87617,0.0-6.0,,,,,1009.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,7000.0,inanimate,photo,644.670680005395,False,,MEM,MEM_0069,2022-12-08 22:13:10
,survey-multi-choice,7,100165,0.0-7.0-0.0,,,,,12547.0,,"{'Style': 'True', 'Animacy': 'True'}",,,,,,,,,,,,"[0, 1]",MEM,MEM_0069,2022-12-08 22:13:10
,html-keyboard-response,8,104213,0.0-8.0,,,,,4046.0,"
      <p>Great job! Now you'll continue onto doing the main task.
      You will have the opportunity to take brief breaks at various points.
      Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0069,2022-12-08 22:13:10
True,fullscreen,9,107871,0.0-9.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0069,2022-12-08 22:13:10
