success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
True,fullscreen,0,15697,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
True,preload,1,1131712,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,html-keyboard-response,2,1228385,0.0-2.0,,,,,96672.0,"
    <p>In this part of the study, you will first see an action verb. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    This may include questions regarding the color or shape of the objects.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""200px"">
    <br>
    Now, you will first do some practice trials. Press the space bar when you are ready to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,3,1239560,0.0-3.0,,,,,6819.0,,, ,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,2000.0,7000.0,1324.6622414650117,988.6812532353499,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,4,1245904,0.0-4.0,,,,,2513.0,,, ,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,2000.0,7000.0,895.2033693924147,887.6219462232963,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,5,1253432,0.0-5.0,,,,,3242.0,,, ,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,2000.0,7000.0,1103.1898971586834,1157.5450030408429,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,6,1264380,0.0-6.0,,,,,,,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,2000.0,7000.0,908.926814747004,982.0619488497584,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,html-keyboard-response,7,1438216,0.0-7.0,,,,,173836.0,"
    <p>Great job!
    <br>
    Now you will see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,retrieval-trial,8,1452008,0.0-8.0,,,,,9936.0,,,arrowleft,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,retrieval-trial,9,1457216,0.0-9.0,,,,,1106.0,,,arrowright,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,retrieval-trial,10,1462456,0.0-10.0,,,,,1666.0,,,arrowleft,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,retrieval-trial,11,1476410,0.0-11.0,,,,,,,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,survey-multi-choice,12,1565283,0.0-12.0-0.0,,,,,88863.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'False', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0048,2022-12-08 18:10:56
,survey-multi-choice,13,1576168,0.0-12.1-0.1,,,,,6671.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0048,2022-12-08 18:10:56
,html-keyboard-response,14,1588792,0.0-13.0,,,,,12621.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
True,fullscreen,15,1592604,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,html-keyboard-response,16,1615416,0.0-15.0,,,,,22810.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,17,1622928,0.0-16.0,,,,,4063.0,,, ,shake,/static/object_pics/picture_sea/seaturtle.jpg,2000.0,7000.0,788.5267769027132,625.7357141144923,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,18,1627784,0.0-17.0,,,,,710.0,,, ,discover,/static/object_pics/drawing_veggie/tomato.jpg,2000.0,7000.0,1307.8045833112005,797.9632236851832,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,19,1633080,0.0-18.0,,,,,1325.0,,, ,wrap,/static/object_pics/picture_electronic/keyboard.jpg,2000.0,7000.0,973.8945873262838,971.4253165508671,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,20,1639776,0.0-19.0,,,,,3362.0,,, ,connect,/static/object_pics/picture_clothe/jeans.jpg,2000.0,7000.0,545.2093237904705,757.0597302046491,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
,encoding-trial,21,1645808,0.0-20.0,,,,,1734.0,,, ,locate,/static/object_pics/picture_mammal/elephant.jpg,2000.0,7000.0,909.2987726792395,1348.2296222334305,,,,,,,,,,,,MEM,MEM_0048,2022-12-08 18:10:56
