,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/picture_sea/seaturtle.jpg,perceptual,0,animate,photo,seaturtle.jpg,shake
1,/static/object_pics/picture_electronic/keyboard.jpg,semantic,0,inanimate,photo,keyboard.jpg,wrap
2,/static/object_pics/drawing_veggie/tomato.jpg,semantic,0,inanimate,drawing,tomato.jpg,discover
3,/static/object_pics/picture_fruit/watermelon.jpg,semantic,0,inanimate,photo,watermelon.jpg,fit
4,/static/object_pics/picture_bird/hummingbird.jpg,perceptual,0,animate,photo,hummingbird.jpg,knock
5,/static/object_pics/picture_mammal/elephant.jpg,perceptual,0,animate,photo,elephant.jpg,locate
6,/static/object_pics/picture_clothe/jeans.jpg,perceptual,0,inanimate,photo,jeans.jpg,connect
7,/static/object_pics/picture_mammal/bull.jpg,semantic,0,animate,photo,bull.jpg,center
8,/static/object_pics/picture_bird/hummingbird.jpg,semantic,0,animate,photo,hummingbird.jpg,knock
9,/static/object_pics/picture_electronic/keyboard.jpg,perceptual,0,inanimate,photo,keyboard.jpg,wrap
10,/static/object_pics/picture_sea/seaturtle.jpg,semantic,0,animate,photo,seaturtle.jpg,shake
11,/static/object_pics/drawing_veggie/tomato.jpg,perceptual,0,inanimate,drawing,tomato.jpg,discover
12,/static/object_pics/picture_mammal/bull.jpg,perceptual,0,animate,photo,bull.jpg,center
13,/static/object_pics/picture_fruit/watermelon.jpg,perceptual,0,inanimate,photo,watermelon.jpg,fit
14,/static/object_pics/picture_mammal/elephant.jpg,semantic,0,animate,photo,elephant.jpg,locate
15,/static/object_pics/picture_clothe/jeans.jpg,semantic,0,inanimate,photo,jeans.jpg,connect
16,/static/object_pics/drawing_veggie/potato.jpg,perceptual,1,inanimate,drawing,potato.jpg,include
17,/static/object_pics/drawing_bird/parrot.jpg,perceptual,1,animate,drawing,parrot.jpg,twitch
18,/static/object_pics/picture_bird/peacock.jpg,perceptual,1,animate,photo,peacock.jpg,add
19,/static/object_pics/drawing_veggie/artichoke.jpg,semantic,1,inanimate,drawing,artichoke.jpg,wash
20,/static/object_pics/picture_fruit/apple.jpg,semantic,1,inanimate,photo,apple.jpg,boot
21,/static/object_pics/drawing_sea/mantaray.jpg,semantic,1,animate,drawing,mantaray.jpg,forge
22,/static/object_pics/drawing_fruit/orange.jpg,semantic,1,inanimate,drawing,orange.jpg,hit
23,/static/object_pics/picture_sea/eel.jpg,perceptual,1,animate,photo,eel.jpg,browse
24,/static/object_pics/drawing_sea/mantaray.jpg,perceptual,1,animate,drawing,mantaray.jpg,forge
25,/static/object_pics/picture_bird/peacock.jpg,semantic,1,animate,photo,peacock.jpg,add
26,/static/object_pics/drawing_fruit/orange.jpg,perceptual,1,inanimate,drawing,orange.jpg,hit
27,/static/object_pics/drawing_veggie/potato.jpg,semantic,1,inanimate,drawing,potato.jpg,include
28,/static/object_pics/picture_sea/eel.jpg,semantic,1,animate,photo,eel.jpg,browse
29,/static/object_pics/drawing_bird/parrot.jpg,semantic,1,animate,drawing,parrot.jpg,twitch
30,/static/object_pics/drawing_veggie/artichoke.jpg,perceptual,1,inanimate,drawing,artichoke.jpg,wash
31,/static/object_pics/picture_fruit/apple.jpg,perceptual,1,inanimate,photo,apple.jpg,boot
32,/static/object_pics/picture_clothe/high heels.jpg,perceptual,2,inanimate,photo,high heels.jpg,walk
33,/static/object_pics/picture_electronic/microphone.jpg,perceptual,2,inanimate,photo,microphone.jpg,volley
34,/static/object_pics/drawing_mammal/bear.jpg,semantic,2,animate,drawing,bear.jpg,drill
35,/static/object_pics/drawing_mammal/lion.jpg,perceptual,2,animate,drawing,lion.jpg,agitate
36,/static/object_pics/drawing_fruit/cherry.jpg,perceptual,2,inanimate,drawing,cherry.jpg,split
37,/static/object_pics/drawing_veggie/garlic.jpg,semantic,2,inanimate,drawing,garlic.jpg,attach
38,/static/object_pics/drawing_veggie/cucumber.jpg,semantic,2,inanimate,drawing,cucumber.jpg,push
39,/static/object_pics/drawing_clothe/football sneaker.jpg,semantic,2,inanimate,drawing,football sneaker.jpg,detect
40,/static/object_pics/drawing_mammal/lion.jpg,semantic,2,animate,drawing,lion.jpg,agitate
41,/static/object_pics/drawing_veggie/cucumber.jpg,perceptual,2,inanimate,drawing,cucumber.jpg,push
42,/static/object_pics/picture_electronic/microphone.jpg,semantic,2,inanimate,photo,microphone.jpg,volley
43,/static/object_pics/drawing_fruit/cherry.jpg,semantic,2,inanimate,drawing,cherry.jpg,split
44,/static/object_pics/drawing_veggie/garlic.jpg,perceptual,2,inanimate,drawing,garlic.jpg,attach
45,/static/object_pics/drawing_mammal/bear.jpg,perceptual,2,animate,drawing,bear.jpg,drill
46,/static/object_pics/picture_clothe/high heels.jpg,semantic,2,inanimate,photo,high heels.jpg,walk
47,/static/object_pics/drawing_clothe/football sneaker.jpg,perceptual,2,inanimate,drawing,football sneaker.jpg,detect
48,/static/object_pics/picture_electronic/phone.jpg,perceptual,3,inanimate,photo,phone.jpg,swing
49,/static/object_pics/drawing_sea/shrimp.jpg,semantic,3,animate,drawing,shrimp.jpg,fade
50,/static/object_pics/drawing_insect/bumble bee.jpg,perceptual,3,animate,drawing,bumble bee.jpg,revolve
51,/static/object_pics/drawing_fruit/pomegranate.jpg,semantic,3,inanimate,drawing,pomegranate.jpg,squeeze
52,/static/object_pics/drawing_bird/pigeon.jpg,perceptual,3,animate,drawing,pigeon.jpg,pick
53,/static/object_pics/drawing_fruit/strawberry.jpg,perceptual,3,inanimate,drawing,strawberry.jpg,identify
54,/static/object_pics/picture_sea/crab.jpg,semantic,3,animate,photo,crab.jpg,assemble
55,/static/object_pics/drawing_sea/killer whale.jpg,semantic,3,animate,drawing,killer whale.jpg,spread
56,/static/object_pics/drawing_fruit/strawberry.jpg,semantic,3,inanimate,drawing,strawberry.jpg,identify
57,/static/object_pics/picture_sea/crab.jpg,perceptual,3,animate,photo,crab.jpg,assemble
58,/static/object_pics/drawing_sea/killer whale.jpg,perceptual,3,animate,drawing,killer whale.jpg,spread
59,/static/object_pics/drawing_sea/shrimp.jpg,perceptual,3,animate,drawing,shrimp.jpg,fade
