,img,animacy,style,img_name,verb
0,/static/object_pics/picture_mammal/rabbit.jpg,animate,photo,rabbit.jpg,center
1,/static/object_pics/picture_bird/owl.jpg,animate,photo,owl.jpg,revolve
2,/static/object_pics/drawing_electronic/microphone.jpg,inanimate,drawing,microphone.jpg,smash
3,/static/object_pics/drawing_clothe/high heels.jpg,inanimate,drawing,high heels.jpg,volley
4,/static/object_pics/drawing_electronic/coffee maker.jpg,inanimate,drawing,coffee maker.jpg,decorate
5,/static/object_pics/drawing_sea/swordfish.jpg,animate,drawing,swordfish.jpg,shift
6,/static/object_pics/picture_sea/crab.jpg,animate,photo,crab.jpg,catapult
7,/static/object_pics/picture_electronic/remote control.jpg,inanimate,photo,remote control.jpg,grab
8,/static/object_pics/picture_mammal/elephant.jpg,animate,photo,elephant.jpg,wrap
9,/static/object_pics/drawing_bird/toucan.jpg,animate,drawing,toucan.jpg,hide
10,/static/object_pics/drawing_insect/cockroach.jpg,animate,drawing,cockroach.jpg,wash
11,/static/object_pics/drawing_fruit/coconut.jpg,inanimate,drawing,coconut.jpg,paint
12,/static/object_pics/drawing_fruit/lemon.jpg,inanimate,drawing,lemon.jpg,lay
13,/static/object_pics/drawing_clothe/tie.jpg,inanimate,drawing,tie.jpg,build
14,/static/object_pics/picture_sea/seal.jpg,animate,photo,seal.jpg,tear
15,/static/object_pics/picture_clothe/sport t-shirt.jpg,inanimate,photo,sport t-shirt.jpg,wipe
16,/static/object_pics/drawing_mammal/camel.jpg,animate,drawing,camel.jpg,cross
17,/static/object_pics/picture_bird/flamingo.jpg,animate,photo,flamingo.jpg,explode
18,/static/object_pics/drawing_veggie/cauliflower.jpg,inanimate,drawing,cauliflower.jpg,copy
19,/static/object_pics/picture_clothe/dress.jpg,inanimate,photo,dress.jpg,flash
20,/static/object_pics/picture_sea/seaturtle.jpg,animate,photo,seaturtle.jpg,spread
21,/static/object_pics/picture_sea/killer whale.jpg,animate,photo,killer whale.jpg,pat
22,/static/object_pics/picture_fruit/apple.jpg,inanimate,photo,apple.jpg,cover
23,/static/object_pics/picture_mammal/giraffe.jpg,animate,photo,giraffe.jpg,smooth
24,/static/object_pics/picture_bird/canary.jpg,animate,photo,canary.jpg,push
25,/static/object_pics/drawing_mammal/horse.jpg,animate,drawing,horse.jpg,walk
26,/static/object_pics/drawing_bird/parrot.jpg,animate,drawing,parrot.jpg,forge
27,/static/object_pics/drawing_clothe/slipper.jpg,inanimate,drawing,slipper.jpg,spin
28,/static/object_pics/picture_veggie/asparagus.jpg,inanimate,photo,asparagus.jpg,harm
29,/static/object_pics/drawing_veggie/cucumber.jpg,inanimate,drawing,cucumber.jpg,clean
30,/static/object_pics/picture_clothe/hat.jpg,inanimate,photo,hat.jpg,fit
31,/static/object_pics/drawing_electronic/camera.jpg,inanimate,drawing,camera.jpg,stick
32,/static/object_pics/picture_veggie/artichoke.jpg,inanimate,photo,artichoke.jpg,move
33,/static/object_pics/picture_veggie/carrot.jpg,inanimate,photo,carrot.jpg,join
34,/static/object_pics/picture_mammal/kangaroo.jpg,animate,photo,kangaroo.jpg,match
35,/static/object_pics/picture_clothe/bowtie.jpg,inanimate,photo,bowtie.jpg,cut
36,/static/object_pics/drawing_mammal/lion.jpg,animate,drawing,lion.jpg,clap
37,/static/object_pics/drawing_fruit/watermelon.jpg,inanimate,drawing,watermelon.jpg,deliver
38,/static/object_pics/picture_bird/vulture.jpg,animate,photo,vulture.jpg,jam
39,/static/object_pics/drawing_fruit/apricot.jpg,inanimate,drawing,apricot.jpg,strike
40,/static/object_pics/drawing_insect/bumble bee.jpg,animate,drawing,bumble bee.jpg,boot
41,/static/object_pics/drawing_sea/mantaray.jpg,animate,drawing,mantaray.jpg,deposit
42,/static/object_pics/picture_clothe/shirt.jpg,inanimate,photo,shirt.jpg,throw
43,/static/object_pics/picture_fruit/strawberry.jpg,inanimate,photo,strawberry.jpg,balance
44,/static/object_pics/picture_insect/snail.jpg,animate,photo,snail.jpg,fade
45,/static/object_pics/drawing_sea/seahorse.jpg,animate,drawing,seahorse.jpg,shake
46,/static/object_pics/picture_insect/worm.jpg,animate,photo,worm.jpg,tie
