,img,animacy,style,img_name,verb
0,/static/object_pics/picture_insect/butterfly.jpg,animate,photo,butterfly.jpg,browse
1,/static/object_pics/drawing_mammal/horse.jpg,animate,drawing,horse.jpg,squeeze
2,/static/object_pics/picture_electronic/printer.jpg,inanimate,photo,printer.jpg,stroke
3,/static/object_pics/drawing_veggie/tomato.jpg,inanimate,drawing,tomato.jpg,drop
4,/static/object_pics/drawing_mammal/sheep.jpg,animate,drawing,sheep.jpg,brush
5,/static/object_pics/drawing_clothe/belt.jpg,inanimate,drawing,belt.jpg,connect
6,/static/object_pics/picture_insect/mosquito.jpg,animate,photo,mosquito.jpg,break
7,/static/object_pics/drawing_fruit/apple.jpg,inanimate,drawing,apple.jpg,tear
8,/static/object_pics/drawing_insect/scorpion.jpg,animate,drawing,scorpion.jpg,draw
9,/static/object_pics/picture_fruit/grapes.jpg,inanimate,photo,grapes.jpg,fit
10,/static/object_pics/picture_bird/pelican.jpg,animate,photo,pelican.jpg,deliver
11,/static/object_pics/drawing_sea/swordfish.jpg,animate,drawing,swordfish.jpg,add
12,/static/object_pics/drawing_bird/flamingo.jpg,animate,drawing,flamingo.jpg,drill
13,/static/object_pics/drawing_electronic/radio.jpg,inanimate,drawing,radio.jpg,plant
14,/static/object_pics/picture_clothe/dress.jpg,inanimate,photo,dress.jpg,hold
15,/static/object_pics/picture_bird/penguin.jpg,animate,photo,penguin.jpg,crush
16,/static/object_pics/drawing_veggie/aubergine.jpg,inanimate,drawing,aubergine.jpg,polish
17,/static/object_pics/picture_bird/owl.jpg,animate,photo,owl.jpg,tie
18,/static/object_pics/picture_electronic/toaster.jpg,inanimate,photo,toaster.jpg,paint
19,/static/object_pics/drawing_electronic/microphone.jpg,inanimate,drawing,microphone.jpg,move
20,/static/object_pics/picture_bird/ostrich.jpg,animate,photo,ostrich.jpg,join
21,/static/object_pics/picture_mammal/bison.jpg,animate,photo,bison.jpg,circle
22,/static/object_pics/drawing_sea/eel.jpg,animate,drawing,eel.jpg,give
23,/static/object_pics/picture_mammal/gorilla.jpg,animate,photo,gorilla.jpg,pull
24,/static/object_pics/drawing_fruit/watermelon.jpg,inanimate,drawing,watermelon.jpg,chain
25,/static/object_pics/drawing_mammal/rabbit.jpg,animate,drawing,rabbit.jpg,forge
26,/static/object_pics/drawing_electronic/hairdryer.jpg,inanimate,drawing,hairdryer.jpg,push
27,/static/object_pics/drawing_electronic/handmixer.jpg,inanimate,drawing,handmixer.jpg,deposit
28,/static/object_pics/drawing_electronic/keyboard.jpg,inanimate,drawing,keyboard.jpg,reduce
29,/static/object_pics/picture_mammal/camel.jpg,animate,photo,camel.jpg,stamp
30,/static/object_pics/drawing_electronic/satellite dish.jpg,inanimate,drawing,satellite dish.jpg,touch
31,/static/object_pics/drawing_sea/shrimp.jpg,animate,drawing,shrimp.jpg,assemble
32,/static/object_pics/picture_fruit/apricot.jpg,inanimate,photo,apricot.jpg,launch
33,/static/object_pics/picture_mammal/kangaroo.jpg,animate,photo,kangaroo.jpg,shift
34,/static/object_pics/picture_bird/duck.jpg,animate,photo,duck.jpg,stick
35,/static/object_pics/picture_fruit/pear.jpg,inanimate,photo,pear.jpg,swim
36,/static/object_pics/picture_veggie/artichoke.jpg,inanimate,photo,artichoke.jpg,harm
37,/static/object_pics/drawing_electronic/remote control.jpg,inanimate,drawing,remote control.jpg,walk
38,/static/object_pics/drawing_veggie/asparagus.jpg,inanimate,drawing,asparagus.jpg,glide
39,/static/object_pics/picture_clothe/sock02.jpg,inanimate,photo,sock02.jpg,chop
40,/static/object_pics/drawing_sea/octopus.jpg,animate,drawing,octopus.jpg,guide
41,/static/object_pics/drawing_insect/snail.jpg,animate,drawing,snail.jpg,cover
42,/static/object_pics/drawing_insect/bumble bee.jpg,animate,drawing,bumble bee.jpg,attach
43,/static/object_pics/drawing_clothe/high heels.jpg,inanimate,drawing,high heels.jpg,match
44,/static/object_pics/drawing_mammal/bear.jpg,animate,drawing,bear.jpg,multiply
45,/static/object_pics/drawing_clothe/glasses.jpg,inanimate,drawing,glasses.jpg,mount
46,/static/object_pics/picture_clothe/gloves.jpg,inanimate,photo,gloves.jpg,pick
47,/static/object_pics/picture_insect/worm.jpg,animate,photo,worm.jpg,spread
48,/static/object_pics/drawing_insect/beetle.jpg,animate,drawing,beetle.jpg,allocate
49,/static/object_pics/picture_sea/crab.jpg,animate,photo,crab.jpg,shake
50,/static/object_pics/picture_electronic/camera.jpg,inanimate,photo,camera.jpg,include
51,/static/object_pics/drawing_insect/dragonfly.jpg,animate,drawing,dragonfly.jpg,dig
52,/static/object_pics/picture_mammal/giraffe.jpg,animate,photo,giraffe.jpg,jam
53,/static/object_pics/picture_clothe/shirt.jpg,inanimate,photo,shirt.jpg,boot
54,/static/object_pics/picture_fruit/kiwi.jpg,inanimate,photo,kiwi.jpg,lay
55,/static/object_pics/drawing_fruit/lemon.jpg,inanimate,drawing,lemon.jpg,splash
56,/static/object_pics/drawing_fruit/melon.jpg,inanimate,drawing,melon.jpg,kick
57,/static/object_pics/picture_clothe/jeans.jpg,inanimate,photo,jeans.jpg,trap
58,/static/object_pics/drawing_electronic/gamepad.jpg,inanimate,drawing,gamepad.jpg,knock
59,/static/object_pics/drawing_electronic/calculator.jpg,inanimate,drawing,calculator.jpg,bounce
60,/static/object_pics/drawing_mammal/antelope.jpg,animate,drawing,antelope.jpg,clean
61,/static/object_pics/picture_bird/canary.jpg,animate,photo,canary.jpg,spin
62,/static/object_pics/drawing_insect/centipede.jpg,animate,drawing,centipede.jpg,hide
63,/static/object_pics/drawing_sea/dolphin.jpg,animate,drawing,dolphin.jpg,expand
64,/static/object_pics/picture_electronic/phone.jpg,inanimate,photo,phone.jpg,decorate
65,/static/object_pics/picture_fruit/papaya.jpg,inanimate,photo,papaya.jpg,spray
66,/static/object_pics/drawing_sea/killer whale.jpg,animate,drawing,killer whale.jpg,fold
67,/static/object_pics/picture_bird/vulture.jpg,animate,photo,vulture.jpg,grind
68,/static/object_pics/picture_veggie/corn.jpg,inanimate,photo,corn.jpg,punch
69,/static/object_pics/drawing_clothe/bowtie.jpg,inanimate,drawing,bowtie.jpg,peek
70,/static/object_pics/picture_mammal/lion.jpg,animate,photo,lion.jpg,bring
71,/static/object_pics/picture_mammal/bull.jpg,animate,photo,bull.jpg,clap
72,/static/object_pics/picture_clothe/hat.jpg,inanimate,photo,hat.jpg,merge
73,/static/object_pics/picture_veggie/garlic.jpg,inanimate,photo,garlic.jpg,agitate
74,/static/object_pics/picture_electronic/radio02.jpg,inanimate,photo,radio02.jpg,fade
75,/static/object_pics/picture_sea/shark.jpg,animate,photo,shark.jpg,press
76,/static/object_pics/drawing_sea/seal.jpg,animate,drawing,seal.jpg,adjusted
77,/static/object_pics/picture_insect/cockroach.jpg,animate,photo,cockroach.jpg,scratch
78,/static/object_pics/drawing_clothe/scarf.jpg,inanimate,drawing,scarf.jpg,hit
79,/static/object_pics/picture_veggie/carrot.jpg,inanimate,photo,carrot.jpg,twitch
80,/static/object_pics/drawing_clothe/slipper.jpg,inanimate,drawing,slipper.jpg,catapult
81,/static/object_pics/picture_mammal/squirrel.jpg,animate,photo,squirrel.jpg,build
82,/static/object_pics/picture_veggie/pepper.jpg,inanimate,photo,pepper.jpg,detect
83,/static/object_pics/drawing_veggie/cucumber.jpg,inanimate,drawing,cucumber.jpg,grab
84,/static/object_pics/drawing_electronic/coffee maker.jpg,inanimate,drawing,coffee maker.jpg,hop
85,/static/object_pics/drawing_clothe/sock.jpg,inanimate,drawing,sock.jpg,explode
86,/static/object_pics/picture_clothe/football sneaker.jpg,inanimate,photo,football sneaker.jpg,rub
87,/static/object_pics/drawing_electronic/laptop.jpg,inanimate,drawing,laptop.jpg,cut
88,/static/object_pics/picture_mammal/elephant.jpg,animate,photo,elephant.jpg,split
89,/static/object_pics/drawing_sea/jellyfish.jpg,animate,drawing,jellyfish.jpg,compare
90,/static/object_pics/drawing_fruit/cherry.jpg,inanimate,drawing,cherry.jpg,center
91,/static/object_pics/drawing_bird/peacock.jpg,animate,drawing,peacock.jpg,bury
92,/static/object_pics/drawing_veggie/cauliflower.jpg,inanimate,drawing,cauliflower.jpg,balance
93,/static/object_pics/drawing_insect/ladybug.jpg,animate,drawing,ladybug.jpg,jump
94,/static/object_pics/drawing_veggie/lettuce.jpg,inanimate,drawing,lettuce.jpg,wrap
95,/static/object_pics/drawing_sea/pufferfish.jpg,animate,drawing,pufferfish.jpg,melt
