,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/picture_sea/seaturtle.jpg,semantic,0,animate,photo,seaturtle.jpg,swing
1,/static/object_pics/drawing_bird/vulture.jpg,perceptual,0,animate,drawing,vulture.jpg,deliver
2,/static/object_pics/drawing_veggie/lettuce.jpg,perceptual,0,inanimate,drawing,lettuce.jpg,throw
3,/static/object_pics/drawing_veggie/corn.jpg,semantic,0,inanimate,drawing,corn.jpg,stamp
4,/static/object_pics/picture_insect/butterfly.jpg,semantic,0,animate,photo,butterfly.jpg,flash
5,/static/object_pics/drawing_insect/snail.jpg,perceptual,0,animate,drawing,snail.jpg,jump
6,/static/object_pics/drawing_electronic/remote control.jpg,semantic,0,inanimate,drawing,remote control.jpg,combine
7,/static/object_pics/drawing_fruit/orange.jpg,perceptual,0,inanimate,drawing,orange.jpg,shake
8,/static/object_pics/drawing_bird/vulture.jpg,semantic,0,animate,drawing,vulture.jpg,deliver
9,/static/object_pics/picture_insect/butterfly.jpg,perceptual,0,animate,photo,butterfly.jpg,flash
10,/static/object_pics/drawing_veggie/corn.jpg,perceptual,0,inanimate,drawing,corn.jpg,stamp
11,/static/object_pics/drawing_insect/snail.jpg,semantic,0,animate,drawing,snail.jpg,jump
12,/static/object_pics/picture_sea/seaturtle.jpg,perceptual,0,animate,photo,seaturtle.jpg,swing
13,/static/object_pics/drawing_fruit/orange.jpg,semantic,0,inanimate,drawing,orange.jpg,shake
14,/static/object_pics/drawing_veggie/lettuce.jpg,semantic,0,inanimate,drawing,lettuce.jpg,throw
15,/static/object_pics/drawing_electronic/remote control.jpg,perceptual,0,inanimate,drawing,remote control.jpg,combine
16,/static/object_pics/picture_electronic/camera.jpg,perceptual,1,inanimate,photo,camera.jpg,polish
17,/static/object_pics/drawing_bird/pelican.jpg,semantic,1,animate,drawing,pelican.jpg,blur
18,/static/object_pics/picture_fruit/cherry.jpg,perceptual,1,inanimate,photo,cherry.jpg,drill
19,/static/object_pics/picture_clothe/bowtie.jpg,semantic,1,inanimate,photo,bowtie.jpg,smash
20,/static/object_pics/picture_sea/pufferfish.jpg,perceptual,1,animate,photo,pufferfish.jpg,bump
21,/static/object_pics/drawing_mammal/elephant.jpg,semantic,1,animate,drawing,elephant.jpg,tear
22,/static/object_pics/picture_bird/parrot.jpg,semantic,1,animate,photo,parrot.jpg,stroke
23,/static/object_pics/drawing_electronic/satellite dish.jpg,perceptual,1,inanimate,drawing,satellite dish.jpg,warm
24,/static/object_pics/picture_sea/pufferfish.jpg,semantic,1,animate,photo,pufferfish.jpg,bump
25,/static/object_pics/picture_clothe/bowtie.jpg,perceptual,1,inanimate,photo,bowtie.jpg,smash
26,/static/object_pics/picture_fruit/cherry.jpg,semantic,1,inanimate,photo,cherry.jpg,drill
27,/static/object_pics/drawing_bird/pelican.jpg,perceptual,1,animate,drawing,pelican.jpg,blur
28,/static/object_pics/drawing_mammal/elephant.jpg,perceptual,1,animate,drawing,elephant.jpg,tear
29,/static/object_pics/picture_electronic/camera.jpg,semantic,1,inanimate,photo,camera.jpg,polish
30,/static/object_pics/picture_bird/parrot.jpg,perceptual,1,animate,photo,parrot.jpg,stroke
31,/static/object_pics/drawing_electronic/satellite dish.jpg,semantic,1,inanimate,drawing,satellite dish.jpg,warm
32,/static/object_pics/picture_clothe/football sneaker.jpg,semantic,2,inanimate,photo,football sneaker.jpg,hold
33,/static/object_pics/picture_sea/octopus.jpg,perceptual,2,animate,photo,octopus.jpg,strike
34,/static/object_pics/drawing_clothe/jeans.jpg,perceptual,2,inanimate,drawing,jeans.jpg,hammer
35,/static/object_pics/drawing_mammal/rhinoceros.jpg,perceptual,2,animate,drawing,rhinoceros.jpg,hop
36,/static/object_pics/drawing_sea/piranha.jpg,semantic,2,animate,drawing,piranha.jpg,push
37,/static/object_pics/picture_electronic/microphone.jpg,semantic,2,inanimate,photo,microphone.jpg,identify
38,/static/object_pics/picture_veggie/artichoke.jpg,perceptual,2,inanimate,photo,artichoke.jpg,inject
39,/static/object_pics/picture_veggie/carrot.jpg,semantic,2,inanimate,photo,carrot.jpg,clean
40,/static/object_pics/picture_sea/octopus.jpg,semantic,2,animate,photo,octopus.jpg,strike
41,/static/object_pics/picture_electronic/microphone.jpg,perceptual,2,inanimate,photo,microphone.jpg,identify
42,/static/object_pics/picture_veggie/carrot.jpg,perceptual,2,inanimate,photo,carrot.jpg,clean
