,img,animacy,style,img_name,verb
0,/static/object_pics/drawing_fruit/pineapple.jpg,inanimate,drawing,pineapple.jpg,revolve
1,/static/object_pics/picture_mammal/elephant.jpg,animate,photo,elephant.jpg,utilize
2,/static/object_pics/drawing_electronic/gamepad.jpg,inanimate,drawing,gamepad.jpg,arrange
3,/static/object_pics/picture_veggie/lettuce.jpg,inanimate,photo,lettuce.jpg,forge
4,/static/object_pics/picture_fruit/apricot.jpg,inanimate,photo,apricot.jpg,punch
5,/static/object_pics/drawing_bird/peacock.jpg,animate,drawing,peacock.jpg,destroy
6,/static/object_pics/picture_clothe/gloves.jpg,inanimate,photo,gloves.jpg,pat
7,/static/object_pics/drawing_mammal/bull.jpg,animate,drawing,bull.jpg,deliver
8,/static/object_pics/picture_electronic/handmixer.jpg,inanimate,photo,handmixer.jpg,chop
9,/static/object_pics/drawing_electronic/keyboard.jpg,inanimate,drawing,keyboard.jpg,hold
10,/static/object_pics/picture_veggie/cauliflower.jpg,inanimate,photo,cauliflower.jpg,pick
11,/static/object_pics/drawing_mammal/camel.jpg,animate,drawing,camel.jpg,cover
12,/static/object_pics/picture_insect/mantis.jpg,animate,photo,mantis.jpg,dance
13,/static/object_pics/picture_electronic/laptop.jpg,inanimate,photo,laptop.jpg,break
14,/static/object_pics/drawing_clothe/hoodie.jpg,inanimate,drawing,hoodie.jpg,chain
15,/static/object_pics/picture_sea/piranha.jpg,animate,photo,piranha.jpg,knock
16,/static/object_pics/picture_electronic/satellite dish.jpg,inanimate,photo,satellite dish.jpg,trap
17,/static/object_pics/picture_insect/ant.jpg,animate,photo,ant.jpg,kick
18,/static/object_pics/picture_electronic/radio02.jpg,inanimate,photo,radio02.jpg,browse
19,/static/object_pics/picture_fruit/apple.jpg,inanimate,photo,apple.jpg,glide
20,/static/object_pics/picture_bird/eagle.jpg,animate,photo,eagle.jpg,bump
21,/static/object_pics/picture_bird/flamingo.jpg,animate,photo,flamingo.jpg,discover
22,/static/object_pics/picture_fruit/orange.jpg,inanimate,photo,orange.jpg,fade
23,/static/object_pics/drawing_veggie/corn.jpg,inanimate,drawing,corn.jpg,flash
24,/static/object_pics/drawing_veggie/garlic.jpg,inanimate,drawing,garlic.jpg,peek
25,/static/object_pics/picture_clothe/scarf.jpg,inanimate,photo,scarf.jpg,boot
26,/static/object_pics/picture_sea/mantaray.jpg,animate,photo,mantaray.jpg,polish
27,/static/object_pics/drawing_clothe/high heels.jpg,inanimate,drawing,high heels.jpg,drop
28,/static/object_pics/drawing_insect/cockroach.jpg,animate,drawing,cockroach.jpg,explode
29,/static/object_pics/picture_mammal/rhinoceros.jpg,animate,photo,rhinoceros.jpg,guide
30,/static/object_pics/drawing_insect/scorpion.jpg,animate,drawing,scorpion.jpg,blur
