,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/drawing_electronic/gamepad.jpg,semantic,0,inanimate,drawing,gamepad.jpg,arrange
1,/static/object_pics/drawing_bird/peacock.jpg,semantic,0,animate,drawing,peacock.jpg,destroy
2,/static/object_pics/picture_mammal/elephant.jpg,perceptual,0,animate,photo,elephant.jpg,utilize
3,/static/object_pics/picture_clothe/gloves.jpg,perceptual,0,inanimate,photo,gloves.jpg,pat
4,/static/object_pics/drawing_fruit/pineapple.jpg,perceptual,0,inanimate,drawing,pineapple.jpg,revolve
5,/static/object_pics/drawing_mammal/bull.jpg,semantic,0,animate,drawing,bull.jpg,deliver
6,/static/object_pics/picture_veggie/lettuce.jpg,perceptual,0,inanimate,photo,lettuce.jpg,forge
7,/static/object_pics/picture_fruit/apricot.jpg,semantic,0,inanimate,photo,apricot.jpg,punch
8,/static/object_pics/picture_clothe/gloves.jpg,semantic,0,inanimate,photo,gloves.jpg,pat
9,/static/object_pics/picture_mammal/elephant.jpg,semantic,0,animate,photo,elephant.jpg,utilize
10,/static/object_pics/drawing_fruit/pineapple.jpg,semantic,0,inanimate,drawing,pineapple.jpg,revolve
11,/static/object_pics/drawing_mammal/bull.jpg,perceptual,0,animate,drawing,bull.jpg,deliver
12,/static/object_pics/drawing_electronic/gamepad.jpg,perceptual,0,inanimate,drawing,gamepad.jpg,arrange
13,/static/object_pics/drawing_bird/peacock.jpg,perceptual,0,animate,drawing,peacock.jpg,destroy
14,/static/object_pics/picture_fruit/apricot.jpg,perceptual,0,inanimate,photo,apricot.jpg,punch
15,/static/object_pics/picture_veggie/lettuce.jpg,semantic,0,inanimate,photo,lettuce.jpg,forge
16,/static/object_pics/picture_insect/mantis.jpg,perceptual,1,animate,photo,mantis.jpg,dance
17,/static/object_pics/picture_veggie/cauliflower.jpg,semantic,1,inanimate,photo,cauliflower.jpg,pick
18,/static/object_pics/picture_sea/piranha.jpg,perceptual,1,animate,photo,piranha.jpg,knock
19,/static/object_pics/picture_electronic/laptop.jpg,semantic,1,inanimate,photo,laptop.jpg,break
20,/static/object_pics/drawing_clothe/hoodie.jpg,semantic,1,inanimate,drawing,hoodie.jpg,chain
21,/static/object_pics/picture_electronic/handmixer.jpg,perceptual,1,inanimate,photo,handmixer.jpg,chop
22,/static/object_pics/drawing_mammal/camel.jpg,perceptual,1,animate,drawing,camel.jpg,cover
