success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
True,fullscreen,0,4440,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
True,preload,1,144553,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,html-keyboard-response,2,642121,0.0-2.0,,,,,424303.0,"
    <p>In this part of the study, you will first see an action verb. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    This may include questions regarding the color or shape of the objects.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""200px"">
    <br>
    Now, you will first do some practice trials. Press the space bar when you are ready to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,3,652859,0.0-3.0,,,,,6517.0,,, ,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,2000.0,7000.0,1328.35451221433,865.3296613770838,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,4,663381,0.0-4.0,,,,,,,,,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,2000.0,7000.0,545.2752719254041,950.1325065118556,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,5,674284,0.0-5.0,,,,,,,,,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,2000.0,7000.0,1272.1069739277089,594.7625259017219,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,6,685044,0.0-6.0,,,,,,,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,2000.0,7000.0,685.3725847875806,1040.4939341444526,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,html-keyboard-response,7,729986,0.0-7.0,,,,,44937.0,"
    <p>Great job!
    <br>
    Now you will see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,retrieval-trial,8,744293,0.0-8.0,,,,,,,,,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,retrieval-trial,9,748846,0.0-9.0,,,,,183.0,,,arrowright,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,retrieval-trial,10,763028,0.0-10.0,,,,,,,,,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,retrieval-trial,11,777300,0.0-11.0,,,,,,,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,survey-multi-choice,12,822227,0.0-12.0-0.0,,,,,44914.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0033,2022-12-08 05:45:27
,html-keyboard-response,13,832528,0.0-13.0,,,,,10273.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
True,fullscreen,14,860404,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,html-keyboard-response,15,874969,0.0-15.0,,,,,14558.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,16,885852,0.0-16.0,,,,,,,,,revolve,/static/object_pics/drawing_fruit/pineapple.jpg,2000.0,7000.0,1090.2433995620004,758.347799993249,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,17,896292,0.0-17.0,,,,,,,,,utilize,/static/object_pics/picture_mammal/elephant.jpg,2000.0,7000.0,671.6303819970948,740.586677733073,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,18,907300,0.0-18.0,,,,,,,,,arrange,/static/object_pics/drawing_electronic/gamepad.jpg,2000.0,7000.0,915.3504949872697,1060.8054214747262,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,19,917788,0.0-19.0,,,,,,,,,forge,/static/object_pics/picture_veggie/lettuce.jpg,2000.0,7000.0,832.4805129552353,627.645370609915,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,20,928756,0.0-20.0,,,,,,,,,punch,/static/object_pics/picture_fruit/apricot.jpg,2000.0,7000.0,989.3344682442398,948.8557795998767,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,21,939948,0.0-21.0,,,,,,,,,destroy,/static/object_pics/drawing_bird/peacock.jpg,2000.0,7000.0,1077.0494472612081,1085.9332627996778,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,22,951100,0.0-22.0,,,,,,,,,pat,/static/object_pics/picture_clothe/gloves.jpg,2000.0,7000.0,1370.4826648205099,753.4041460448216,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,encoding-trial,23,962028,0.0-23.0,,,,,,,,,deliver,/static/object_pics/drawing_mammal/bull.jpg,2000.0,7000.0,1336.6369344975205,564.6253258342764,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,html-keyboard-response,24,967918,0.0-24.0,,,,,5886.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
,number-parity-trial,25,987924,0.0-25.0,,,,,,,"['arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft']",,,,,,,,,,,,,,,,"[25, 73, 13, 22, 93, 92, 49, 38, 59, 2, 41, 20, 37, 55, 37, 6, 72, 38, 65, 90, 6, 39]","[True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",0.9523809523809523,MEM,MEM_0033,2022-12-08 05:45:27
,html-keyboard-response,26,990132,0.0-26.0,,,,,2201.0,"<p>In that last set of trials, you were correct 95% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0033,2022-12-08 05:45:27
