success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,question_order,exp,subjectId,date
True,fullscreen,0,2438,0.0-0.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0066,2022-12-08 22:06:55
True,preload,1,133760,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,MEM,MEM_0066,2022-12-08 22:06:55
,html-keyboard-response,2,208109,0.0-2.0,,,,,57217.0,"
      <p>In this task, you will see a series of objects. On some trials, your job is to determine
      whether the object shown is a color photograph or a line drawing. On other trials, your job
      is to determine whether the object represented is animate or inanimate.

      <br><br>
      You will know which response to make depending on the initial display, which will say
      ""animate / inanimate"" or ""photo / drawing"".
      <br>
      <br>
      You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
      <br>
      Please respond as quickly as possible, and use your dominant hand to make your responses.
      <br><br>
      <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
      <br>
      In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
      <br>
      <br>You will first do some practice trials. When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,3,213511,0.0-3.0,,,,,1439.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_bird/heron.jpg,7000.0,animate,drawing,960.5561273749565,False,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,4,218929,0.0-4.0,,,,,1248.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,7000.0,inanimate,photo,1167.1767859244273,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,5,223651,0.0-5.0,,,,,888.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,7000.0,inanimate,drawing,831.7298347961355,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,6,228220,0.0-6.0,,,,,611.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,7000.0,inanimate,photo,956.0356785634101,True,,MEM,MEM_0066,2022-12-08 22:06:55
,survey-multi-choice,7,233320,0.0-7.0-0.0,,,,,5098.0,,"{'Style': 'True', 'Animacy': 'True'}",,,,,,,,,,,,"[0, 1]",MEM,MEM_0066,2022-12-08 22:06:55
,html-keyboard-response,8,234647,0.0-8.0,,,,,1321.0,"
      <p>Great job! Now you'll continue onto doing the main task.
      You will have the opportunity to take brief breaks at various points.
      Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0066,2022-12-08 22:06:55
True,fullscreen,9,236968,0.0-9.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,10,242153,0.0-10.0,,,,,745.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_mammal/kangaroo.jpg,7000.0,animate,photo,1437.544562068109,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,11,246676,0.0-11.0,,,,,586.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_clothe/slipper.jpg,7000.0,inanimate,drawing,932.3938982801465,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,12,251131,0.0-12.0,,,,,642.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_bird/pigeon.jpg,7000.0,animate,photo,809.3099378112822,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,13,255592,0.0-13.0,,,,,823.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_clothe/bowtie.jpg,7000.0,inanimate,drawing,634.1241615779485,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,14,260443,0.0-14.0,,,,,673.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/piranha.jpg,7000.0,animate,drawing,1175.3706641579283,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,15,265043,0.0-15.0,,,,,682.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_clothe/glasses.jpg,7000.0,inanimate,drawing,914.5787826591005,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,16,269812,0.0-16.0,,,,,712.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_clothe/gloves.jpg,7000.0,inanimate,drawing,1053.7546030363787,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,17,274624,0.0-17.0,,,,,711.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/hairdryer.jpg,7000.0,inanimate,drawing,1098.0613822938951,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,18,278973,0.0-18.0,,,,,770.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/gorilla.jpg,7000.0,animate,photo,575.0241316501541,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,19,284086,0.0-19.0,,,,,696.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_sea/shark.jpg,7000.0,animate,drawing,1413.8110148515261,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,20,288410,0.0-20.0,,,,,778.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_electronic/phone.jpg,7000.0,inanimate,drawing,540.2136969210038,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,21,293428,0.0-21.0,,,,,625.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_electronic/remote control.jpg,7000.0,inanimate,drawing,1392.8881917105896,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,22,298496,0.0-22.0,,,,,658.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/mushrooms.jpg,7000.0,inanimate,photo,1407.583597363915,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,23,303057,0.0-23.0,,,,,584.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_clothe/hat.jpg,7000.0,inanimate,drawing,975.3025124925805,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,24,308787,0.0-24.0,,,,,1420.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/picture_fruit/pomegranate.jpg,7000.0,inanimate,photo,1307.5410571204934,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,25,314130,0.0-25.0,,,,,888.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/drawing_clothe/scarf.jpg,7000.0,inanimate,drawing,1452.5251708956075,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,26,319197,0.0-26.0,,,,,814.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_insect/beetle.jpg,7000.0,animate,drawing,1252.4920691521206,True,,MEM,MEM_0066,2022-12-08 22:06:55
,visual-trial,27,324078,0.0-27.0,,,,,659.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_mammal/rhinoceros.jpg,7000.0,animate,photo,1219.8498897267732,True,,MEM,MEM_0066,2022-12-08 22:06:55
