success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
True,fullscreen,0,2237,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
True,preload,1,7724,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,2,19680,0.0-2.0,,,,,11955.0,"
    <p>In this part of the study, you will first see an action verb. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    This may include questions regarding the color or shape of the objects.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""200px"">
    <br>
    Now, you will first do some practice trials. Press the space bar when you are ready to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,3,30573,0.0-3.0,,,,,6179.0,,, ,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,2000.0,7000.0,1398.373000026922,1303.3072044017654,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,4,41021,0.0-4.0,,,,,,,,,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,2000.0,7000.0,708.9761631235483,726.6955090785218,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,5,51829,0.0-5.0,,,,,,,,,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,2000.0,7000.0,692.1201042588225,1104.9920999334493,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,6,62569,0.0-6.0,,,,,,,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,2000.0,7000.0,1102.7349464175768,627.1544844515194,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,7,87299,0.0-7.0,,,,,24729.0,"
    <p>Great job!
    <br>
    Now you will see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,8,91643,0.0-8.0,,,,,293.0,,,arrowleft,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,9,100973,0.0-9.0,,,,,5089.0,,,arrowright,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,10,113132,0.0-10.0,,,,,8147.0,,,arrowright,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,11,119683,0.0-11.0,,,,,2844.0,,,arrowleft,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,survey-multi-choice,12,131228,0.0-12.0-0.0,,,,,11543.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,13,136851,0.0-13.0,,,,,5616.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
True,fullscreen,14,139467,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,15,142857,0.0-15.0,,,,,3387.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,16,153013,0.0-16.0,,,,,,,,,dance,/static/object_pics/picture_veggie/artichoke.jpg,2000.0,7000.0,590.8410125461434,554.4730616443545,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,17,163999,0.0-17.0,,,,,,,,,locate,/static/object_pics/drawing_bird/toucan.jpg,2000.0,7000.0,800.8727243675005,1176.3524924486096,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,18,174779,0.0-18.0,,,,,,,,,cut,/static/object_pics/drawing_fruit/cherry.jpg,2000.0,7000.0,1084.7858738059672,681.9623811259379,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,19,186317,0.0-19.0,,,,,,,,,hammer,/static/object_pics/drawing_bird/parrot.jpg,2000.0,7000.0,1068.038721705655,1453.8584108516175,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,20,196693,0.0-20.0,,,,,,,,,move,/static/object_pics/drawing_clothe/jeans.jpg,2000.0,7000.0,714.5479115247535,651.3374915282426,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,21,207786,0.0-21.0,,,,,,,,,walk,/static/object_pics/drawing_insect/fly.jpg,2000.0,7000.0,1210.1045426023802,876.2525260194204,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,22,219181,0.0-22.0,,,,,,,,,decorate,/static/object_pics/picture_fruit/pear.jpg,2000.0,7000.0,1313.8886716916745,1068.320528349855,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,23,229737,0.0-23.0,,,,,,,,,brush,/static/object_pics/drawing_clothe/scarf.jpg,2000.0,7000.0,812.2849533533474,736.2333400910386,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,24,234627,0.0-24.0,,,,,4889.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,number-parity-trial,25,254632,0.0-25.0,,,,,,,"['arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft']",,,,,,,,,,,,,,,,"[60, 75, 5, 19, 16, 48, 36, 46, 36, 9, 86, 77, 63, 88, 7, 26, 64, 46, 36, 16, 18, 27, 48, 22, 49, 98, 12, 91]","[True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",0.9259259259259259,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,26,259559,0.0-26.0,,,,,4923.0,"<p>In that last set of trials, you were correct 93% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,27,288804,0.0-27.0,,,,,29244.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,28,295042,0.0-28.0,,,,,2325.0,,,arrowleft,dance,/static/object_pics/picture_veggie/artichoke.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,29,298970,0.0-29.0,,,,,28.0,,,arrowleft,locate,/static/object_pics/drawing_bird/toucan.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,30,305924,0.0-30.0,,,,,3116.0,,,arrowright,move,/static/object_pics/drawing_clothe/jeans.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,31,309493,0.0-31.0,,,,,44.0,,,arrowright,cut,/static/object_pics/drawing_fruit/cherry.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,32,316953,0.0-32.0,,,,,3788.0,,,arrowright,walk,/static/object_pics/drawing_insect/fly.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,33,325448,0.0-33.0,,,,,4764.0,,,arrowright,hammer,/static/object_pics/drawing_bird/parrot.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,34,336498,0.0-34.0,,,,,7117.0,,,arrowright,brush,/static/object_pics/drawing_clothe/scarf.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,35,345464,0.0-35.0,,,,,5225.0,,,arrowright,decorate,/static/object_pics/picture_fruit/pear.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,36,354215,0.0-36.0,,,,,4561.0,,,arrowleft,dance,/static/object_pics/picture_veggie/artichoke.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,37,360994,0.0-37.0,,,,,2359.0,,,arrowright,hammer,/static/object_pics/drawing_bird/parrot.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,38,367179,0.0-38.0,,,,,2525.0,,,arrowright,move,/static/object_pics/drawing_clothe/jeans.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,39,373375,0.0-39.0,,,,,2190.0,,,arrowleft,locate,/static/object_pics/drawing_bird/toucan.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,40,379527,0.0-40.0,,,,,2333.0,,,arrowright,brush,/static/object_pics/drawing_clothe/scarf.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,41,385665,0.0-41.0,,,,,1657.0,,,arrowleft,cut,/static/object_pics/drawing_fruit/cherry.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,42,391276,0.0-42.0,,,,,1427.0,,,arrowleft,walk,/static/object_pics/drawing_insect/fly.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,retrieval-trial,43,396917,0.0-43.0,,,,,2021.0,,,arrowright,decorate,/static/object_pics/picture_fruit/pear.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,44,398912,0.0-44.0,,,,,1992.0,"<p>In that last set of trials, you were correct 63% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,html-keyboard-response,45,404267,0.0-45.0,,,,,5353.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,46,414657,0.0-46.0,,,,,5878.0,,, ,detect,/static/object_pics/drawing_clothe/sock.jpg,2000.0,7000.0,1481.9623578587816,1018.5983643400307,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,47,425107,0.0-47.0,,,,,5870.0,,, ,jump,/static/object_pics/drawing_clothe/bowtie.jpg,2000.0,7000.0,1471.0125360712045,1098.1808777228541,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,48,435303,0.0-48.0,,,,,6292.0,,, ,push,/static/object_pics/drawing_mammal/bison.jpg,2000.0,7000.0,517.7282566433017,1376.2809624750726,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,49,440454,0.0-49.0,,,,,1541.0,,, ,agitate,/static/object_pics/picture_mammal/rabbit.jpg,2000.0,7000.0,1004.7566173269378,593.06722447076,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,50,446545,0.0-50.0,,,,,2315.0,,, ,hold,/static/object_pics/picture_clothe/sport t-shirt.jpg,2000.0,7000.0,889.3333623707969,876.2407396742663,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,51,452475,0.0-51.0,,,,,2081.0,,, ,plant,/static/object_pics/picture_electronic/radio02.jpg,2000.0,7000.0,692.6374671360823,1146.9138807695824,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,52,458316,0.0-52.0,,,,,1489.0,,, ,deposit,/static/object_pics/drawing_bird/vulture.jpg,2000.0,7000.0,1445.8960773970448,895.4130646379399,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
,encoding-trial,53,463624,0.0-53.0,,,,,1440.0,,, ,swim,/static/object_pics/picture_veggie/onions.jpg,2000.0,7000.0,1193.1239545504968,667.6521294904052,,,,,,,,,,,,MEM,MEM_0042,2022-12-08 17:43:02
