,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/picture_veggie/artichoke.jpg,semantic,0,inanimate,photo,artichoke.jpg,dance
1,/static/object_pics/drawing_bird/toucan.jpg,perceptual,0,animate,drawing,toucan.jpg,locate
2,/static/object_pics/drawing_clothe/jeans.jpg,semantic,0,inanimate,drawing,jeans.jpg,move
3,/static/object_pics/drawing_fruit/cherry.jpg,perceptual,0,inanimate,drawing,cherry.jpg,cut
4,/static/object_pics/drawing_insect/fly.jpg,perceptual,0,animate,drawing,fly.jpg,walk
5,/static/object_pics/drawing_bird/parrot.jpg,semantic,0,animate,drawing,parrot.jpg,hammer
6,/static/object_pics/drawing_clothe/scarf.jpg,perceptual,0,inanimate,drawing,scarf.jpg,brush
7,/static/object_pics/picture_fruit/pear.jpg,semantic,0,inanimate,photo,pear.jpg,decorate
8,/static/object_pics/picture_veggie/artichoke.jpg,perceptual,0,inanimate,photo,artichoke.jpg,dance
9,/static/object_pics/drawing_bird/parrot.jpg,perceptual,0,animate,drawing,parrot.jpg,hammer
10,/static/object_pics/drawing_clothe/jeans.jpg,perceptual,0,inanimate,drawing,jeans.jpg,move
11,/static/object_pics/drawing_bird/toucan.jpg,semantic,0,animate,drawing,toucan.jpg,locate
12,/static/object_pics/drawing_clothe/scarf.jpg,semantic,0,inanimate,drawing,scarf.jpg,brush
13,/static/object_pics/drawing_fruit/cherry.jpg,semantic,0,inanimate,drawing,cherry.jpg,cut
14,/static/object_pics/drawing_insect/fly.jpg,semantic,0,animate,drawing,fly.jpg,walk
15,/static/object_pics/picture_fruit/pear.jpg,perceptual,0,inanimate,photo,pear.jpg,decorate
16,/static/object_pics/picture_electronic/radio02.jpg,perceptual,1,inanimate,photo,radio02.jpg,plant
17,/static/object_pics/drawing_clothe/sock.jpg,semantic,1,inanimate,drawing,sock.jpg,detect
18,/static/object_pics/picture_clothe/sport t-shirt.jpg,semantic,1,inanimate,photo,sport t-shirt.jpg,hold
19,/static/object_pics/drawing_mammal/bison.jpg,perceptual,1,animate,drawing,bison.jpg,push
20,/static/object_pics/drawing_clothe/bowtie.jpg,semantic,1,inanimate,drawing,bowtie.jpg,jump
21,/static/object_pics/picture_veggie/onions.jpg,perceptual,1,inanimate,photo,onions.jpg,swim
22,/static/object_pics/drawing_bird/vulture.jpg,perceptual,1,animate,drawing,vulture.jpg,deposit
23,/static/object_pics/picture_mammal/rabbit.jpg,semantic,1,animate,photo,rabbit.jpg,agitate
24,/static/object_pics/picture_clothe/sport t-shirt.jpg,perceptual,1,inanimate,photo,sport t-shirt.jpg,hold
25,/static/object_pics/picture_electronic/radio02.jpg,semantic,1,inanimate,photo,radio02.jpg,plant
26,/static/object_pics/picture_mammal/rabbit.jpg,perceptual,1,animate,photo,rabbit.jpg,agitate
27,/static/object_pics/drawing_mammal/bison.jpg,semantic,1,animate,drawing,bison.jpg,push
28,/static/object_pics/picture_veggie/onions.jpg,semantic,1,inanimate,photo,onions.jpg,swim
29,/static/object_pics/drawing_clothe/sock.jpg,perceptual,1,inanimate,drawing,sock.jpg,detect
30,/static/object_pics/drawing_bird/vulture.jpg,semantic,1,animate,drawing,vulture.jpg,deposit
31,/static/object_pics/drawing_clothe/bowtie.jpg,perceptual,1,inanimate,drawing,bowtie.jpg,jump
32,/static/object_pics/drawing_clothe/slipper.jpg,semantic,2,inanimate,drawing,slipper.jpg,identify
33,/static/object_pics/drawing_bird/eagle.jpg,perceptual,2,animate,drawing,eagle.jpg,wrap
34,/static/object_pics/drawing_electronic/camera.jpg,semantic,2,inanimate,drawing,camera.jpg,spray
35,/static/object_pics/drawing_mammal/rhinoceros.jpg,perceptual,2,animate,drawing,rhinoceros.jpg,multiply
36,/static/object_pics/drawing_electronic/hairdryer.jpg,perceptual,2,inanimate,drawing,hairdryer.jpg,bounce
37,/static/object_pics/picture_clothe/hat.jpg,semantic,2,inanimate,photo,hat.jpg,throw
38,/static/object_pics/drawing_mammal/gorilla.jpg,semantic,2,animate,drawing,gorilla.jpg,drill
39,/static/object_pics/drawing_mammal/squirrel.jpg,perceptual,2,animate,drawing,squirrel.jpg,bring
40,/static/object_pics/drawing_electronic/hairdryer.jpg,semantic,2,inanimate,drawing,hairdryer.jpg,bounce
41,/static/object_pics/drawing_clothe/slipper.jpg,perceptual,2,inanimate,drawing,slipper.jpg,identify
42,/static/object_pics/drawing_electronic/camera.jpg,perceptual,2,inanimate,drawing,camera.jpg,spray
43,/static/object_pics/picture_clothe/hat.jpg,perceptual,2,inanimate,photo,hat.jpg,throw
44,/static/object_pics/drawing_mammal/squirrel.jpg,semantic,2,animate,drawing,squirrel.jpg,bring
45,/static/object_pics/drawing_mammal/gorilla.jpg,perceptual,2,animate,drawing,gorilla.jpg,drill
46,/static/object_pics/drawing_bird/eagle.jpg,semantic,2,animate,drawing,eagle.jpg,wrap
47,/static/object_pics/drawing_mammal/rhinoceros.jpg,semantic,2,animate,drawing,rhinoceros.jpg,multiply
48,/static/object_pics/picture_sea/seahorse.jpg,semantic,3,animate,photo,seahorse.jpg,wash
49,/static/object_pics/picture_insect/spider.jpg,semantic,3,animate,photo,spider.jpg,match
50,/static/object_pics/picture_bird/ostrich.jpg,perceptual,3,animate,photo,ostrich.jpg,rub
51,/static/object_pics/picture_insect/cockroach.jpg,semantic,3,animate,photo,cockroach.jpg,build
52,/static/object_pics/picture_insect/worm.jpg,perceptual,3,animate,photo,worm.jpg,dig
53,/static/object_pics/picture_mammal/antelope.jpg,semantic,3,animate,photo,antelope.jpg,remove
54,/static/object_pics/picture_mammal/bull.jpg,perceptual,3,animate,photo,bull.jpg,bump
55,/static/object_pics/drawing_insect/mosquito.jpg,perceptual,3,animate,drawing,mosquito.jpg,fall
56,/static/object_pics/picture_insect/spider.jpg,perceptual,3,animate,photo,spider.jpg,match
57,/static/object_pics/picture_mammal/bull.jpg,semantic,3,animate,photo,bull.jpg,bump
58,/static/object_pics/picture_bird/ostrich.jpg,semantic,3,animate,photo,ostrich.jpg,rub
59,/static/object_pics/picture_mammal/antelope.jpg,perceptual,3,animate,photo,antelope.jpg,remove
60,/static/object_pics/drawing_insect/mosquito.jpg,semantic,3,animate,drawing,mosquito.jpg,fall
61,/static/object_pics/picture_insect/cockroach.jpg,perceptual,3,animate,photo,cockroach.jpg,build
62,/static/object_pics/picture_sea/seahorse.jpg,perceptual,3,animate,photo,seahorse.jpg,wash
63,/static/object_pics/picture_insect/worm.jpg,semantic,3,animate,photo,worm.jpg,dig
64,/static/object_pics/drawing_mammal/wolf.jpg,semantic,4,animate,drawing,wolf.jpg,stroke
65,/static/object_pics/drawing_insect/mantis.jpg,semantic,4,animate,drawing,mantis.jpg,copy
66,/static/object_pics/picture_sea/pufferfish.jpg,semantic,4,animate,photo,pufferfish.jpg,center
67,/static/object_pics/drawing_insect/grasshopper.jpg,perceptual,4,animate,drawing,grasshopper.jpg,expand
68,/static/object_pics/picture_sea/piranha.jpg,perceptual,4,animate,photo,piranha.jpg,swing
69,/static/object_pics/picture_sea/eel.jpg,semantic,4,animate,photo,eel.jpg,touch
70,/static/object_pics/drawing_veggie/carrots.jpg,perceptual,4,inanimate,drawing,carrots.jpg,explode
71,/static/object_pics/drawing_electronic/radio.jpg,perceptual,4,inanimate,drawing,radio.jpg,volley
72,/static/object_pics/drawing_veggie/carrots.jpg,semantic,4,inanimate,drawing,carrots.jpg,explode
73,/static/object_pics/drawing_mammal/wolf.jpg,perceptual,4,animate,drawing,wolf.jpg,stroke
74,/static/object_pics/picture_sea/eel.jpg,perceptual,4,animate,photo,eel.jpg,touch
75,/static/object_pics/picture_sea/piranha.jpg,semantic,4,animate,photo,piranha.jpg,swing
76,/static/object_pics/drawing_insect/mantis.jpg,perceptual,4,animate,drawing,mantis.jpg,copy
77,/static/object_pics/picture_sea/pufferfish.jpg,perceptual,4,animate,photo,pufferfish.jpg,center
78,/static/object_pics/drawing_electronic/radio.jpg,semantic,4,inanimate,drawing,radio.jpg,volley
79,/static/object_pics/drawing_insect/grasshopper.jpg,semantic,4,animate,drawing,grasshopper.jpg,expand
80,/static/object_pics/picture_bird/turkey.jpg,perceptual,5,animate,photo,turkey.jpg,join
81,/static/object_pics/drawing_fruit/coconut.jpg,semantic,5,inanimate,drawing,coconut.jpg,spread
82,/static/object_pics/drawing_clothe/football sneaker.jpg,perceptual,5,inanimate,drawing,football sneaker.jpg,hit
83,/static/object_pics/picture_clothe/hoodie.jpg,perceptual,5,inanimate,photo,hoodie.jpg,scratch
84,/static/object_pics/picture_electronic/satellite dish.jpg,semantic,5,inanimate,photo,satellite dish.jpg,peek
85,/static/object_pics/picture_electronic/handmixer.jpg,semantic,5,inanimate,photo,handmixer.jpg,crush
86,/static/object_pics/picture_electronic/printer.jpg,perceptual,5,inanimate,photo,printer.jpg,twitch
87,/static/object_pics/picture_sea/seal.jpg,semantic,5,animate,photo,seal.jpg,wipe
88,/static/object_pics/picture_electronic/satellite dish.jpg,perceptual,5,inanimate,photo,satellite dish.jpg,peek
89,/static/object_pics/drawing_fruit/coconut.jpg,perceptual,5,inanimate,drawing,coconut.jpg,spread
90,/static/object_pics/drawing_clothe/football sneaker.jpg,semantic,5,inanimate,drawing,football sneaker.jpg,hit
91,/static/object_pics/picture_clothe/hoodie.jpg,semantic,5,inanimate,photo,hoodie.jpg,scratch
92,/static/object_pics/picture_bird/turkey.jpg,semantic,5,animate,photo,turkey.jpg,join
93,/static/object_pics/picture_sea/seal.jpg,perceptual,5,animate,photo,seal.jpg,wipe
94,/static/object_pics/picture_electronic/printer.jpg,semantic,5,inanimate,photo,printer.jpg,twitch
95,/static/object_pics/picture_electronic/handmixer.jpg,perceptual,5,inanimate,photo,handmixer.jpg,crush
96,/static/object_pics/drawing_sea/octopus.jpg,semantic,6,animate,drawing,octopus.jpg,squeeze
97,/static/object_pics/drawing_electronic/microphone.jpg,semantic,6,inanimate,drawing,microphone.jpg,punch
98,/static/object_pics/picture_insect/bumble bee.jpg,semantic,6,animate,photo,bumble bee.jpg,lay
99,/static/object_pics/drawing_clothe/glasses.jpg,perceptual,6,inanimate,drawing,glasses.jpg,spin
100,/static/object_pics/picture_insect/ladybug.jpg,semantic,6,animate,photo,ladybug.jpg,assemble
101,/static/object_pics/drawing_veggie/beetroot.jpg,perceptual,6,inanimate,drawing,beetroot.jpg,mount
102,/static/object_pics/picture_fruit/banana.jpg,perceptual,6,inanimate,photo,banana.jpg,shake
103,/static/object_pics/drawing_insect/butterfly.jpg,perceptual,6,animate,drawing,butterfly.jpg,launch
104,/static/object_pics/picture_insect/bumble bee.jpg,perceptual,6,animate,photo,bumble bee.jpg,lay
105,/static/object_pics/drawing_electronic/microphone.jpg,perceptual,6,inanimate,drawing,microphone.jpg,punch
106,/static/object_pics/drawing_clothe/glasses.jpg,semantic,6,inanimate,drawing,glasses.jpg,spin
107,/static/object_pics/picture_fruit/banana.jpg,semantic,6,inanimate,photo,banana.jpg,shake
108,/static/object_pics/picture_insect/ladybug.jpg,perceptual,6,animate,photo,ladybug.jpg,assemble
109,/static/object_pics/drawing_sea/octopus.jpg,perceptual,6,animate,drawing,octopus.jpg,squeeze
110,/static/object_pics/drawing_insect/butterfly.jpg,semantic,6,animate,drawing,butterfly.jpg,launch
111,/static/object_pics/drawing_veggie/beetroot.jpg,semantic,6,inanimate,drawing,beetroot.jpg,mount
112,/static/object_pics/picture_clothe/tie.jpg,semantic,7,inanimate,photo,tie.jpg,destroy
113,/static/object_pics/drawing_veggie/cucumber.jpg,semantic,7,inanimate,drawing,cucumber.jpg,fit
114,/static/object_pics/drawing_sea/crab.jpg,perceptual,7,animate,drawing,crab.jpg,chain
115,/static/object_pics/drawing_fruit/lemon.jpg,perceptual,7,inanimate,drawing,lemon.jpg,whirl
116,/static/object_pics/drawing_veggie/lettuce.jpg,semantic,7,inanimate,drawing,lettuce.jpg,drop
117,/static/object_pics/picture_electronic/toaster.jpg,semantic,7,inanimate,photo,toaster.jpg,break
118,/static/object_pics/picture_veggie/pumpkin.jpg,perceptual,7,inanimate,photo,pumpkin.jpg,give
119,/static/object_pics/picture_sea/killer whale.jpg,perceptual,7,animate,photo,killer whale.jpg,arrange
120,/static/object_pics/picture_clothe/tie.jpg,perceptual,7,inanimate,photo,tie.jpg,destroy
121,/static/object_pics/drawing_fruit/lemon.jpg,semantic,7,inanimate,drawing,lemon.jpg,whirl
122,/static/object_pics/drawing_veggie/lettuce.jpg,perceptual,7,inanimate,drawing,lettuce.jpg,drop
123,/static/object_pics/picture_veggie/pumpkin.jpg,semantic,7,inanimate,photo,pumpkin.jpg,give
124,/static/object_pics/drawing_veggie/cucumber.jpg,perceptual,7,inanimate,drawing,cucumber.jpg,fit
125,/static/object_pics/picture_sea/killer whale.jpg,semantic,7,animate,photo,killer whale.jpg,arrange
126,/static/object_pics/picture_electronic/toaster.jpg,perceptual,7,inanimate,photo,toaster.jpg,break
127,/static/object_pics/drawing_sea/crab.jpg,semantic,7,animate,drawing,crab.jpg,chain
128,/static/object_pics/drawing_mammal/bear.jpg,perceptual,8,animate,drawing,bear.jpg,allocate
129,/static/object_pics/picture_bird/owl.jpg,semantic,8,animate,photo,owl.jpg,smash
130,/static/object_pics/picture_mammal/camel.jpg,perceptual,8,animate,photo,camel.jpg,paint
131,/static/object_pics/drawing_sea/shrimp.jpg,perceptual,8,animate,drawing,shrimp.jpg,splash
132,/static/object_pics/drawing_insect/dragonfly.jpg,semantic,8,animate,drawing,dragonfly.jpg,harm
133,/static/object_pics/drawing_bird/penguin.jpg,semantic,8,animate,drawing,penguin.jpg,kick
134,/static/object_pics/picture_fruit/kiwi.jpg,perceptual,8,inanimate,photo,kiwi.jpg,cross
