success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,key,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
True,fullscreen,0,5121,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
True,preload,1,10297,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,html-keyboard-response,2,21991,0.0-2.0,,,,,11692.0,"
    <p>In this part of the study, you will first see an action verb. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    This may include questions regarding the color or shape of the objects.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""200px"">
    <br>
    Now, you will first do some practice trials. Press the space bar when you are ready to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,3,32704,0.0-3.0,,,,,,,,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,2000.0,7000.0,853.2459664119438,820.4165669490374,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,4,38309,0.0-4.0,,,,,2182.0,,,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,2000.0,7000.0,849.1424699493604,559.4486018521037, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,5,45502,0.0-5.0,,,,,3286.0,,,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,2000.0,7000.0,979.3318719243149,915.242090704941, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,6,52694,0.0-6.0,,,,,3045.0,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,2000.0,7000.0,863.1234523155669,1270.7853260996135, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,html-keyboard-response,7,100790,0.0-7.0,,,,,48096.0,"
    <p>Great job!
    <br>
    Now you will see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,retrieval-trial,8,111023,0.0-8.0,,,,,6414.0,,,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,10000.0,,,,arrowleft,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,retrieval-trial,9,117886,0.0-9.0,,,,,3084.0,,,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,10000.0,,,,arrowright,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,retrieval-trial,10,127998,0.0-10.0,,,,,6253.0,,,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,arrowleft,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,retrieval-trial,11,134871,0.0-11.0,,,,,2782.0,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,arrowleft,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,survey-multi-choice,12,164123,0.0-12.0-0.0,,,,,29249.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0044,2022-12-08 17:47:12
,html-keyboard-response,13,169814,0.0-13.0,,,,,5687.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
True,fullscreen,14,172528,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,html-keyboard-response,15,178550,0.0-15.0,,,,,6020.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,16,189920,0.0-16.0,,,,,,,,bump,/static/object_pics/drawing_electronic/gamepad.jpg,2000.0,7000.0,846.8553527051611,1498.4890454030146,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,17,197118,0.0-17.0,,,,,3493.0,,,pump,/static/object_pics/drawing_electronic/laptop.jpg,2000.0,7000.0,803.5106560672959,886.0430498567316, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,18,202733,0.0-18.0,,,,,1957.0,,,fit,/static/object_pics/drawing_clothe/hat.jpg,2000.0,7000.0,698.3451981354838,947.6406735153364, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,19,210325,0.0-19.0,,,,,3150.0,,,compare,/static/object_pics/drawing_sea/dolphin.jpg,2000.0,7000.0,1017.8872071159457,1414.7778880475016, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,20,216557,0.0-20.0,,,,,2382.0,,,arrange,/static/object_pics/picture_electronic/printer.jpg,2000.0,7000.0,937.0195871926002,899.3126023405935, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,21,224022,0.0-21.0,,,,,2725.0,,,hop,/static/object_pics/drawing_insect/ant.jpg,2000.0,7000.0,1375.2605811619878,1351.4224737279756, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,22,229861,0.0-22.0,,,,,2109.0,,,kick,/static/object_pics/picture_mammal/camel.jpg,2000.0,7000.0,762.1801472157681,953.389517486293, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,encoding-trial,23,236879,0.0-23.0,,,,,3005.0,,,locate,/static/object_pics/drawing_veggie/artichoke.jpg,2000.0,7000.0,1201.555433025204,793.6568915120868, ,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
,html-keyboard-response,24,245894,0.0-24.0,,,,,9015.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0044,2022-12-08 17:47:12
