,img,animacy,style,img_name,verb
0,/static/object_pics/drawing_veggie/carrots.jpg,inanimate,drawing,carrots.jpg,stick
1,/static/object_pics/drawing_clothe/football sneaker.jpg,inanimate,drawing,football sneaker.jpg,break
2,/static/object_pics/drawing_veggie/beetroot.jpg,inanimate,drawing,beetroot.jpg,volley
3,/static/object_pics/picture_insect/cockroach.jpg,animate,photo,cockroach.jpg,pump
4,/static/object_pics/drawing_fruit/watermelon.jpg,inanimate,drawing,watermelon.jpg,lay
5,/static/object_pics/drawing_insect/mosquito.jpg,animate,drawing,mosquito.jpg,chain
6,/static/object_pics/picture_bird/turkey.jpg,animate,photo,turkey.jpg,hit
7,/static/object_pics/picture_sea/eel.jpg,animate,photo,eel.jpg,shake
8,/static/object_pics/drawing_veggie/potato.jpg,inanimate,drawing,potato.jpg,squeeze
9,/static/object_pics/picture_sea/piranha.jpg,animate,photo,piranha.jpg,hop
10,/static/object_pics/drawing_fruit/apple.jpg,inanimate,drawing,apple.jpg,reduce
11,/static/object_pics/drawing_insect/grasshopper.jpg,animate,drawing,grasshopper.jpg,pat
12,/static/object_pics/picture_bird/penguin.jpg,animate,photo,penguin.jpg,peek
13,/static/object_pics/picture_fruit/banana.jpg,inanimate,photo,banana.jpg,guide
14,/static/object_pics/drawing_bird/toucan.jpg,animate,drawing,toucan.jpg,detect
15,/static/object_pics/drawing_sea/seahorse.jpg,animate,drawing,seahorse.jpg,knock
16,/static/object_pics/picture_veggie/pepper.jpg,inanimate,photo,pepper.jpg,tie
17,/static/object_pics/drawing_clothe/sport t-shirt.jpg,inanimate,drawing,sport t-shirt.jpg,utilize
18,/static/object_pics/drawing_electronic/camera.jpg,inanimate,drawing,camera.jpg,mount
19,/static/object_pics/drawing_clothe/bowtie.jpg,inanimate,drawing,bowtie.jpg,swim
20,/static/object_pics/picture_clothe/hoodie.jpg,inanimate,photo,hoodie.jpg,grind
21,/static/object_pics/drawing_mammal/bear.jpg,animate,drawing,bear.jpg,clean
22,/static/object_pics/picture_electronic/handmixer.jpg,inanimate,photo,handmixer.jpg,kick
23,/static/object_pics/picture_electronic/satellite dish.jpg,inanimate,photo,satellite dish.jpg,destroy
24,/static/object_pics/drawing_mammal/rabbit.jpg,animate,drawing,rabbit.jpg,agitate
25,/static/object_pics/drawing_mammal/camel.jpg,animate,drawing,camel.jpg,allocate
26,/static/object_pics/picture_bird/hen.jpg,animate,photo,hen.jpg,move
27,/static/object_pics/drawing_electronic/toaster.jpg,inanimate,drawing,toaster.jpg,cut
28,/static/object_pics/drawing_electronic/gamepad.jpg,inanimate,drawing,gamepad.jpg,throw
29,/static/object_pics/drawing_sea/seal.jpg,animate,drawing,seal.jpg,merge
30,/static/object_pics/drawing_fruit/strawberry.jpg,inanimate,drawing,strawberry.jpg,arrange
31,/static/object_pics/drawing_clothe/sock.jpg,inanimate,drawing,sock.jpg,blur
32,/static/object_pics/drawing_mammal/giraffe.jpg,animate,drawing,giraffe.jpg,pick
33,/static/object_pics/picture_electronic/calculator.jpg,inanimate,photo,calculator.jpg,identify
34,/static/object_pics/picture_insect/ant.jpg,animate,photo,ant.jpg,hide
35,/static/object_pics/picture_mammal/gorilla.jpg,animate,photo,gorilla.jpg,drop
36,/static/object_pics/picture_bird/ostrich.jpg,animate,photo,ostrich.jpg,include
37,/static/object_pics/picture_insect/bumble bee.jpg,animate,photo,bumble bee.jpg,cross
