success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
True,fullscreen,0,1455864,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
True,preload,1,1458751,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,html-keyboard-response,2,1478489,0.0-2.0,,,,,19737.0,"
    <p>In this part of the study, you will first see an action verb. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    This may include questions regarding the color or shape of the objects.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""200px"">
    <br>
    Now, you will first do some practice trials. Press the space bar when you are ready to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,encoding-trial,3,1487272,0.0-3.0,,,,,5084.0,,, ,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,2000.0,7000.0,623.3251367563253,1067.932595113456,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,encoding-trial,4,1493056,0.0-4.0,,,,,1620.0,,, ,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,2000.0,7000.0,891.4117714265556,1265.3657452773418,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,encoding-trial,5,1499984,0.0-5.0,,,,,3288.0,,, ,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,2000.0,7000.0,1019.5601148829647,613.9247844783553,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,encoding-trial,6,1504648,0.0-6.0,,,,,596.0,,, ,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,2000.0,7000.0,1254.8700985874912,804.8136914679637,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,html-keyboard-response,7,1535991,0.0-7.0,,,,,31343.0,"
    <p>Great job!
    <br>
    Now you will see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,retrieval-trial,8,1543847,0.0-8.0,,,,,3643.0,,,arrowright,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,retrieval-trial,9,1549792,0.0-9.0,,,,,1904.0,,,arrowdown,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,retrieval-trial,10,1555418,0.0-10.0,,,,,1239.0,,,arrowright,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,retrieval-trial,11,1559247,0.0-11.0,,,,,7.0,,,arrowdown,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,survey-multi-choice,12,1580020,0.0-12.0-0.0,,,,,20771.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0018,2022-12-08 03:52:46
,html-keyboard-response,13,1585087,0.0-13.0,,,,,5064.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
True,fullscreen,14,1587743,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,html-keyboard-response,15,1611760,0.0-15.0,,,,,24015.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,encoding-trial,16,1623199,0.0-16.0,,,,,6871.0,,, ,merge,/static/object_pics/drawing_fruit/orange.jpg,2000.0,7000.0,1254.5598081182945,1307.308598709355,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,encoding-trial,17,1627703,0.0-17.0,,,,,615.0,,, ,reduce,/static/object_pics/drawing_fruit/pear.jpg,2000.0,7000.0,1143.7458597603365,738.211910524117,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
,encoding-trial,18,1631728,0.0-18.0,,,,,24.0,,, ,revolve,/static/object_pics/picture_insect/scorpion.jpg,2000.0,7000.0,1117.484572410432,873.9439236570947,,,,,,,,,,,,MEM,MEM_0018,2022-12-08 03:52:46
