,img,instruction,block_n,animacy,style,img_name,verb
0,/static/object_pics/drawing_veggie/carrots.jpg,semantic,0,inanimate,drawing,carrots.jpg,clap
1,/static/object_pics/drawing_fruit/apple.jpg,perceptual,0,inanimate,drawing,apple.jpg,bury
2,/static/object_pics/drawing_fruit/orange.jpg,semantic,0,inanimate,drawing,orange.jpg,merge
3,/static/object_pics/drawing_clothe/football sneaker.jpg,perceptual,0,inanimate,drawing,football sneaker.jpg,detect
4,/static/object_pics/picture_insect/scorpion.jpg,semantic,0,animate,photo,scorpion.jpg,revolve
5,/static/object_pics/drawing_fruit/pear.jpg,perceptual,0,inanimate,drawing,pear.jpg,reduce
6,/static/object_pics/picture_sea/jellyfish.jpg,perceptual,0,animate,photo,jellyfish.jpg,break
7,/static/object_pics/picture_fruit/cherry.jpg,semantic,0,inanimate,photo,cherry.jpg,utilize
8,/static/object_pics/drawing_veggie/carrots.jpg,perceptual,0,inanimate,drawing,carrots.jpg,clap
9,/static/object_pics/picture_sea/jellyfish.jpg,semantic,0,animate,photo,jellyfish.jpg,break
10,/static/object_pics/drawing_clothe/football sneaker.jpg,semantic,0,inanimate,drawing,football sneaker.jpg,detect
11,/static/object_pics/drawing_fruit/apple.jpg,semantic,0,inanimate,drawing,apple.jpg,bury
12,/static/object_pics/picture_insect/scorpion.jpg,perceptual,0,animate,photo,scorpion.jpg,revolve
13,/static/object_pics/picture_fruit/cherry.jpg,perceptual,0,inanimate,photo,cherry.jpg,utilize
14,/static/object_pics/drawing_fruit/orange.jpg,perceptual,0,inanimate,drawing,orange.jpg,merge
15,/static/object_pics/drawing_fruit/pear.jpg,semantic,0,inanimate,drawing,pear.jpg,reduce
16,/static/object_pics/drawing_insect/spider.jpg,perceptual,1,animate,drawing,spider.jpg,locate
17,/static/object_pics/picture_veggie/beetroot.jpg,semantic,1,inanimate,photo,beetroot.jpg,destroy
18,/static/object_pics/drawing_bird/hen.jpg,perceptual,1,animate,drawing,hen.jpg,decorate
19,/static/object_pics/picture_electronic/satellite dish.jpg,semantic,1,inanimate,photo,satellite dish.jpg,cut
20,/static/object_pics/drawing_mammal/kangaroo.jpg,perceptual,1,animate,drawing,kangaroo.jpg,include
21,/static/object_pics/picture_clothe/sock02.jpg,semantic,1,inanimate,photo,sock02.jpg,bump
22,/static/object_pics/drawing_electronic/keyboard.jpg,perceptual,1,inanimate,drawing,keyboard.jpg,deposit
23,/static/object_pics/picture_electronic/computer mouse.jpg,semantic,1,inanimate,photo,computer mouse.jpg,strike
24,/static/object_pics/drawing_electronic/keyboard.jpg,semantic,1,inanimate,drawing,keyboard.jpg,deposit
25,/static/object_pics/drawing_mammal/kangaroo.jpg,semantic,1,animate,drawing,kangaroo.jpg,include
26,/static/object_pics/drawing_bird/hen.jpg,semantic,1,animate,drawing,hen.jpg,decorate
27,/static/object_pics/picture_electronic/satellite dish.jpg,perceptual,1,inanimate,photo,satellite dish.jpg,cut
28,/static/object_pics/picture_veggie/beetroot.jpg,perceptual,1,inanimate,photo,beetroot.jpg,destroy
29,/static/object_pics/picture_electronic/computer mouse.jpg,perceptual,1,inanimate,photo,computer mouse.jpg,strike
30,/static/object_pics/drawing_insect/spider.jpg,semantic,1,animate,drawing,spider.jpg,locate
31,/static/object_pics/picture_clothe/sock02.jpg,perceptual,1,inanimate,photo,sock02.jpg,bump
32,/static/object_pics/picture_electronic/camera.jpg,perceptual,2,inanimate,photo,camera.jpg,catapult
33,/static/object_pics/picture_bird/toucan.jpg,semantic,2,animate,photo,toucan.jpg,harm
34,/static/object_pics/drawing_electronic/remote control.jpg,semantic,2,inanimate,drawing,remote control.jpg,stamp
35,/static/object_pics/drawing_sea/dolphin.jpg,perceptual,2,animate,drawing,dolphin.jpg,peek
36,/static/object_pics/picture_sea/swordfish.jpg,perceptual,2,animate,photo,swordfish.jpg,compare
37,/static/object_pics/drawing_mammal/wolf.jpg,perceptual,2,animate,drawing,wolf.jpg,attach
38,/static/object_pics/picture_veggie/asparagus.jpg,semantic,2,inanimate,photo,asparagus.jpg,swing
39,/static/object_pics/picture_bird/owl.jpg,semantic,2,animate,photo,owl.jpg,rub
40,/static/object_pics/picture_veggie/asparagus.jpg,perceptual,2,inanimate,photo,asparagus.jpg,swing
