success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,key,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
True,fullscreen,0,143026,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
True,preload,1,146946,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,html-keyboard-response,2,315461,0.0-2.0,,,,,168513.0,"
    <p>In this part of the study, you will first see an action verb. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    This may include questions regarding the color or shape of the objects.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""200px"">
    <br>
    Now, you will first do some practice trials. Press the space bar when you are ready to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,3,326244,0.0-3.0,,,,,,,,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,2000.0,7000.0,658.8244364166069,1093.067421750199,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,4,337009,0.0-4.0,,,,,,,,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,2000.0,7000.0,684.5194773177878,1045.3989745309898,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,5,347929,0.0-5.0,,,,,,,,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,2000.0,7000.0,1389.6928165947152,511.3273163947281,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,6,359328,0.0-6.0,,,,,,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,2000.0,7000.0,1426.2836035416967,949.8018756875422,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,html-keyboard-response,7,404088,0.0-7.0,,,,,44757.0,"
    <p>Great job!
    <br>
    Now you will see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,retrieval-trial,8,414355,0.0-8.0,,,,,6481.0,,,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,10000.0,,,,arrowright,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,retrieval-trial,9,419984,0.0-9.0,,,,,1176.0,,,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,10000.0,,,,arrowleft,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,retrieval-trial,10,426952,0.0-10.0,,,,,2975.0,,,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,arrowright,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,retrieval-trial,11,433474,0.0-11.0,,,,,2505.0,,,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,arrowleft,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,survey-multi-choice,12,487163,0.0-12.0-0.0,,,,,53682.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0039,2022-12-08 17:46:16
,html-keyboard-response,13,502794,0.0-13.0,,,,,15626.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
True,fullscreen,14,509185,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,html-keyboard-response,15,521409,0.0-15.0,,,,,12222.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,16,532802,0.0-16.0,,,,,,,,push,/static/object_pics/picture_fruit/coconut.jpg,2000.0,7000.0,1362.5259249001006,1006.2053362630493,,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,17,541251,0.0-17.0,,,,,5018.0,,,reduce,/static/object_pics/drawing_mammal/lion.jpg,2000.0,7000.0,587.6691691401126,821.8499149722522, ,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,18,550922,0.0-18.0,,,,,5585.0,,,whirl,/static/object_pics/drawing_electronic/keyboard.jpg,2000.0,7000.0,602.7887306513812,1463.0299502707112, ,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
,encoding-trial,19,559588,0.0-19.0,,,,,4146.0,,,cover,/static/object_pics/picture_electronic/phone.jpg,2000.0,7000.0,1364.6364442572287,1142.1020700093568, ,,,,,,,,,,,,MEM,MEM_0039,2022-12-08 17:46:16
