success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,cue,associate,cue_duration,associate_duration,initial_jitter,cue_asso_jitter,animacy,style,instruction,instruction_text,prompt,instruction_duration,accurate,question_order,numbers,trial_accuracies,mean_accuracy,exp,subjectId,date
True,fullscreen,0,68694,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
True,preload,1,130560,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,html-keyboard-response,2,143824,0.0-2.0,,,,,13260.0,"
    <p>In this part of the study, you will first see an action verb. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    This may include questions regarding the color or shape of the objects.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""200px"">
    <br>
    Now, you will first do some practice trials. Press the space bar when you are ready to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,3,152606,0.0-3.0,,,,,4903.0,,, ,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,2000.0,7000.0,1262.9964831550915,597.4124569109069,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,4,158996,0.0-4.0,,,,,2213.0,,, ,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,2000.0,7000.0,1426.7024056162727,734.8305926752441,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,5,164364,0.0-5.0,,,,,1302.0,,, ,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,2000.0,7000.0,1369.418986003122,675.0453478895322,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,6,169818,0.0-6.0,,,,,1268.0,,, ,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,2000.0,7000.0,707.9440091735247,1461.7668314645102,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,html-keyboard-response,7,183074,0.0-7.0,,,,,13252.0,"
    <p>Great job!
    <br>
    Now you will see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,8,194459,0.0-8.0,,,,,6973.0,,,arrowright,modify,/static/for_instructions/object_pics/drawing_bird/heron.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,9,206595,0.0-9.0,,,,,8534.0,,,arrowleft,sculpt,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,10,210818,0.0-10.0,,,,,477.0,,,arrowdown,construct,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,10000.0,,,,null,null,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,11,217250,0.0-11.0,,,,,2588.0,,,arrowdown,integrate,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,10000.0,,,,null,null,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,survey-multi-choice,12,238537,0.0-12.0-0.0,,,,,21278.0,,"{'Encoding': 'True', 'EncodingKeys': 'True', 'Retrieval': 'True', 'RetrievalKeys': 'True'}",,,,,,,,,,,,,,,"[0, 1, 2, 3]",,,,MEM,MEM_0027,2022-12-08 04:03:26
,html-keyboard-response,13,259099,0.0-13.0,,,,,20543.0,"
    <p>Great job! Now you'll continue onto doing the main tasks.
    You will have the opportunity to take brief breaks at various points.
    The instructions will be displayed again before the start of each task, in case you need a refresher.
    Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
True,fullscreen,14,264684,0.0-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,html-keyboard-response,15,266626,0.0-15.0,,,,,1936.0,"
    <p>As you practiced earlier, you will first see an action verb in this part of the study. This will be followed by a plus sign, and then an object.<br>
    Your job is to create a vivid mental image involving the action verb and the object.<br>
    Once you have a clear association in mind, press the space bar to continue to the next trial.<br>
    <br>
    Please keep in mind that you will be asked later about the object's perceptual properties in addition to its meaning.
    <br>
    <img src=""/static/instructions_pics/encoding_pic.png"" height=""350px"">
    <br>
    Press the space bar when you are ready to start the task.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,16,272093,0.0-16.0,,,,,1693.0,,, ,press,/static/object_pics/picture_electronic/printer.jpg,2000.0,7000.0,1121.6500960265348,631.7076590592459,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,17,277563,0.0-17.0,,,,,1325.0,,, ,remove,/static/object_pics/drawing_bird/flamingo.jpg,2000.0,7000.0,1328.2076616721356,799.1125253613842,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,18,282559,0.0-18.0,,,,,1370.0,,, ,fold,/static/object_pics/drawing_veggie/cucumber.jpg,2000.0,7000.0,723.2378282089422,881.8627691166994,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,19,287470,0.0-19.0,,,,,1024.0,,, ,bury,/static/object_pics/picture_sea/killer whale.jpg,2000.0,7000.0,1261.5597965530455,600.3871832635905,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,20,292345,0.0-20.0,,,,,812.0,,, ,join,/static/object_pics/picture_sea/shrimp.jpg,2000.0,7000.0,1365.0854854809033,671.0916678567637,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,21,296910,0.0-21.0,,,,,969.0,,, ,break,/static/object_pics/picture_sea/crab.jpg,2000.0,7000.0,602.2097973919311,970.9835394546244,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,22,302874,0.0-22.0,,,,,1444.0,,, ,stamp,/static/object_pics/picture_sea/piranha.jpg,2000.0,7000.0,1309.1779563664213,1186.7443437113825,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,encoding-trial,23,308216,0.0-23.0,,,,,1218.0,,, ,wipe,/static/object_pics/picture_clothe/hat.jpg,2000.0,7000.0,998.6950304637007,1104.0209879965253,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,html-keyboard-response,24,311036,0.0-24.0,,,,,2817.0,"
    <p>Now, you will a series of numbers. <br>
    If the number is even, press the left arrow key. <br>
    If the number is odd, press the right arrow key.<br>
    <br>
    When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,number-parity-trial,25,331045,0.0-25.0,,,,,,,"['arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowright', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowleft', 'arrowright', 'arrowleft', 'arrowright', 'arrowleft', 'arrowleft']",,,,,,,,,,,,,,,,"[82, 17, 16, 71, 93, 87, 47, 29, 72, 88, 24, 68, 40, 87, 9, 54, 72, 56, 6, 70, 52, 33, 96, 55, 50, 57, 78]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]",0.9615384615384616,MEM,MEM_0027,2022-12-08 04:03:26
,html-keyboard-response,26,332478,0.0-26.0,,,,,1429.0,"<p>In that last set of trials, you were correct 96% of the time.<br> Press the space bar to continue. </p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,html-keyboard-response,27,342153,0.0-27.0,,,,,9671.0,"
    <br>
    As you practiced earlier, you will now see an action verb that you were shown earlier. Your job is to bring back to mind the object
    that you imagined being involved with this word and to report information about the object's semantic or visual features.
    <br>
    A question screen presented before the action verb will indicate which feature you are to report on:
    <br>
    ""animate vs. inanimate"" or ""photo vs. drawing"".
    <br>
    Press the left arrow button for animate/photo or the right arrow button for inanimate/drawing.
    <br>
    If you forgot the object associated with the verb, press the down arrow.
    Please respond as quickly as possible, and use your dominant hand to make your responses.
    <br>
    <img src=""/static/instructions_pics/retrieval_pic.png"" height=""350px"">
    <br>When you read the first set of instructions, you may have created a vivid mental image involving the word ""find"" and a drawing of a dog.
    In these examples trials shown above, the correct response for the top row is ""animate"", whereas the correct response for the bottom row is ""drawing"".
    <br>When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,,,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,28,354765,0.0-28.0,,,,,8951.0,,,arrowright,break,/static/object_pics/picture_sea/crab.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,29,361451,0.0-29.0,,,,,3062.0,,,arrowleft,stamp,/static/object_pics/picture_sea/piranha.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,30,369214,0.0-30.0,,,,,3848.0,,,arrowright,press,/static/object_pics/picture_electronic/printer.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,31,373072,0.0-31.0,,,,,163.0,,,arrowright,bury,/static/object_pics/picture_sea/killer whale.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,32,379416,0.0-32.0,,,,,2363.0,,,arrowleft,wipe,/static/object_pics/picture_clothe/hat.jpg,10000.0,,,,inanimate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,33,384607,0.0-33.0,,,,,826.0,,,arrowleft,fold,/static/object_pics/drawing_veggie/cucumber.jpg,10000.0,,,,inanimate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,34,393206,0.0-34.0,,,,,4129.0,,,arrowleft,join,/static/object_pics/picture_sea/shrimp.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,35,402277,0.0-35.0,,,,,4960.0,,,arrowleft,remove,/static/object_pics/drawing_bird/flamingo.jpg,10000.0,,,,animate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,36,408321,0.0-36.0,,,,,2196.0,,,arrowright,fold,/static/object_pics/drawing_veggie/cucumber.jpg,10000.0,,,,inanimate,drawing,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,37,417914,0.0-37.0,,,,,5581.0,,,arrowleft,stamp,/static/object_pics/picture_sea/piranha.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,38,422474,0.0-38.0,,,,,396.0,,,arrowleft,bury,/static/object_pics/picture_sea/killer whale.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,39,427309,0.0-39.0,,,,,1079.0,,,arrowdown,remove,/static/object_pics/drawing_bird/flamingo.jpg,10000.0,,,,animate,drawing,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,40,432155,0.0-40.0,,,,,813.0,,,arrowleft,wipe,/static/object_pics/picture_clothe/hat.jpg,10000.0,,,,inanimate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,41,436970,0.0-41.0,,,,,750.0,,,arrowright,break,/static/object_pics/picture_sea/crab.jpg,10000.0,,,,animate,photo,perceptual,<p>photo (left)&emsp;&emsp;&emsp;&emsp;drawing (right)<br><br>forgotten (down)</p>,,3000.0,False,,,,,MEM,MEM_0027,2022-12-08 04:03:26
,retrieval-trial,42,446093,0.0-42.0,,,,,4944.0,,,arrowleft,join,/static/object_pics/picture_sea/shrimp.jpg,10000.0,,,,animate,photo,semantic,<p>animate (left)&emsp;&emsp;&emsp;&emsp;inanimate (right)<br><br>forgotten (down)</p>,,3000.0,True,,,,,MEM,MEM_0027,2022-12-08 04:03:26
