success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,key,instruction,instruction_class,instruction_duration,prompt,object,object_duration,animacy,style,jitter,accurate,question_order,exp,subjectId,date
True,fullscreen,0,2949,0.0-0.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0076,2022-12-08 22:26:21
True,preload,1,7620,0.0-1.0,False,[],[],[],,,,,,,,,,,,,,,,MEM,MEM_0076,2022-12-08 22:26:21
,html-keyboard-response,2,80823,0.0-2.0,,,,,73201.0,"
      <p>In this task, you will see a series of objects. On some trials, your job is to determine
      whether the object shown is a color photograph or a line drawing. On other trials, your job
      is to determine whether the object represented is animate or inanimate.

      <br><br>
      You will know which response to make depending on the initial display, which will say
      ""animate / inanimate"" or ""photo / drawing"".
      <br>
      <br>
      You will be able to use the left arrow key to report animate/photo and the right arrow key to report inanimate/drawing.
      <br>
      Please respond as quickly as possible, and use your dominant hand to make your responses.
      <br><br>
      <img src=""/static/instructions_pics/visual_pic.png"" height=""300px"">
      <br>
      In the example in the top row, the correct response is animate (left arrow key). In the example in the bottom row, the correct response is photo (left arrow key).
      <br>
      <br>You will first do some practice trials. When you are ready to begin, press the space bar.</p>", ,,,,,,,,,,,,,MEM,MEM_0076,2022-12-08 22:26:21
,visual-trial,3,87975,0.0-3.0,,,,,2884.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_bird/heron.jpg,7000.0,animate,drawing,1259.9393749181454,True,,MEM,MEM_0076,2022-12-08 22:26:21
,visual-trial,4,93081,0.0-4.0,,,,,1206.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_electronic/flashlight.jpg,7000.0,inanimate,photo,893.7985563558411,True,,MEM,MEM_0076,2022-12-08 22:26:21
,visual-trial,5,99362,0.0-5.0,,,,,1829.0,,,arrowright,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/for_instructions/object_pics/drawing_clothe/hockey helmet.jpg,7000.0,inanimate,drawing,1446.4282188816205,True,,MEM,MEM_0076,2022-12-08 22:26:21
,visual-trial,6,104788,0.0-6.0,,,,,1244.0,,,arrowleft,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/for_instructions/object_pics/picture_veggie/avocado.jpg,7000.0,inanimate,photo,1175.1233610890267,True,,MEM,MEM_0076,2022-12-08 22:26:21
,survey-multi-choice,7,110591,0.0-7.0-0.0,,,,,5800.0,,"{'Style': 'True', 'Animacy': 'True'}",,,,,,,,,,,,"[0, 1]",MEM,MEM_0076,2022-12-08 22:26:21
,html-keyboard-response,8,112828,0.0-8.0,,,,,2227.0,"
      <p>Great job! Now you'll continue onto doing the main task.
      You will have the opportunity to take brief breaks at various points.
      Good luck!<br>Press the space bar to continue.</p>", ,,,,,,,,,,,,,MEM,MEM_0076,2022-12-08 22:26:21
True,fullscreen,9,114994,0.0-9.0,,,,,,,,,,,,,,,,,,,,MEM,MEM_0076,2022-12-08 22:26:21
,visual-trial,10,121588,0.0-10.0,,,,,3010.0,,,arrowleft,animate (left arrow)&emsp;&emsp;&emsp;&emsp;inanimate (right arrow),semantic,3000.0,,/static/object_pics/picture_veggie/pumpkin.jpg,7000.0,inanimate,photo,578.5670627395458,False,,MEM,MEM_0076,2022-12-08 22:26:21
,visual-trial,11,126968,0.0-11.0,,,,,1252.0,,,arrowright,photo (left arrow)&emsp;&emsp;&emsp;&emsp;drawing (right arrow),perceptual,3000.0,,/static/object_pics/drawing_fruit/grapes.jpg,7000.0,inanimate,drawing,1118.7075556587783,True,,MEM,MEM_0076,2022-12-08 22:26:21
